,0,1,2,3,4,5,6,7,8,9
RFC_test,0.011964693811261645,0.018172509094223018,0.01774465945779446,0.013003821142758411,0.017327728537402293,0.018680030032123703,0.015649386014356684,0.015715285707409574,0.01612288919622646,0.024450048355981722
CBO_test,0.025708651255803145,0.02367591305910504,0.02238484285603332,0.0218557660845764,0.022354540777338467,0.025495032425629505,0.023299173104533784,0.02280628770623653,0.021779053310043654,0.027717860107844525
MPC_test,0.010679049364122221,0.010035314016329592,0.010576329252681347,0.010571891074325079,0.008512454734659487,0.007846948738623951,0.00898150349144804,0.00749510061592679,0.0098957094966722,0.00903961729235928
IFC_test,0.00960780181723747,0.011391125715658989,0.010972828116203584,0.01038265796304972,0.011416263625570588,0.01338638741128662,0.014009845819574714,0.013577907478823155,0.011101060650453565,0.009300593391719006
DAC_test,0.0020371766218449635,0.0030156916089959704,0.0021587736685789367,0.002041618077685903,0.002263994500122883,0.0006961276310141455,0.0031114186359502,0.0029265556056038014,0.005300789512285326,0.002784075779094524
DAC2_test,0.0060891468093440685,0.0028371468344429627,0.0061842323594887725,0.005979202866111852,0.005725247307921267,0.00792945466027836,0.0042725342719315195,0.004040334127799138,0.00473078670055386,0.0025614439866880625
LCOM1_test,0.05804207601044785,0.052374118268612165,0.041057462901958414,0.05003193252427869,0.05686518746095623,0.06902280041352624,0.04640138880316836,0.05100174751053083,0.03819172985647225,0.059651008849266995
LCOM2_test,0.026678235292445417,0.02045702911610513,0.01888926756713623,0.020931958496299023,0.012820462967991041,0.01971968217852211,0.01075861367797564,0.02502944180484856,0.027953239038238802,0.011344019635606885
LCOM3_test,0.0018617886661005485,0.002630664187359188,0.0015206002608473457,0.00369524589050224,0.0018834072591711799,0.002493746194095629,0.00480083394707845,0.00235340939265538,0.0011956099238302942,0.0016098013800235908
LCOM4_test,0.010089453434480256,0.009467915161080916,0.010158138044334174,0.012250116982496284,0.006046493415576208,0.00518101452516003,0.01024456496401534,0.01078617708144911,0.009400883628605054,0.01151148270432368
CONNECTIVITY_test,0.010301497353638705,0.015742627774284285,0.012289709284684857,0.012715105283921115,0.013280496818700539,0.012840927452780463,0.013243315915224057,0.0056298429275031285,0.008354190759414109,0.012913524124871326
LCOM5_test,0.0032003315106511722,0.003452846923928554,0.00324769821678775,0.002767891009469235,0.003471156466397771,0.003038488831491875,0.0021059081796784554,0.004399422108387829,0.00442028850765979,0.005117557293266895
COH_test,0.007704777270724191,0.003871434788481005,0.003790923536768334,0.005893135558261253,0.00527137109335767,0.006578396063159611,0.0051555306004592155,0.0027759338728105087,0.0051847696372558615,0.0030997333605641323
TCC_test,0.00013295984962979063,0.0005449526646266662,0.00011368344516865742,0.001472417821957181,0.000214430880087542,0.001510434443465193,0.00033065522658817884,0.00043122299559022494,0.0004611671229291736,0.0010022281396903292
LCC_test,0.011687317581034912,0.01266342960733995,0.007325242245413616,0.011742833184392258,0.013547095126791827,0.010564117161002924,0.013355076328510426,0.006968741298610817,0.011198101734308063,0.005037988870110703
ICH_test,0.0022979585282020833,0.0033647756504463448,0.003017214147222728,0.0038206517909297215,0.0030082513590471266,0.0019521940699107063,0.002493472340080028,0.0027697873336319724,0.0019271633042126964,0.0038896669981074807
WMC_test,0.06892602413649276,0.07059757325348576,0.08199397064759766,0.0720820660576789,0.07362258762825245,0.05804910028953867,0.07420676363754769,0.07076845942582119,0.09177327172686293,0.07373911342451203
NOA_test,0.004884933350323573,0.002693924682160226,0.0022769579577566258,0.0019625590587517535,0.0020325468963679288,0.002757922129258817,0.0021616133992173434,0.0006293205281991329,0.0014581548826007637,0.002936999984972045
NOPA_test,0.005620763018002144,0.002316391272939985,0.0019901031038122604,0.0048322291663608,0.008390976135185907,0.006249719805749963,0.0039785675046535,0.004341250811810254,0.004964822529188599,0.006504892644207155
NOP_test,0.0020506833171871275,0.0068593630858408035,0.002823646375644891,0.003883310046660811,0.001821556055605837,0.004624359601546281,0.004290700381618076,0.0032029875049655668,0.0030944503680901555,0.0024299004757695154
McCABE_test,0.020722954509366114,0.024683821061817,0.018305730931309838,0.01775849266743225,0.021686599579712442,0.025407704946877486,0.024655407511793792,0.021567371659913355,0.020021378965741566,0.024786698240933033
BUSWEIMER_test,0.01293904753693875,0.012657943784775626,0.008844658265664006,0.013441302595890658,0.01466307989652781,0.013913928247874843,0.013856515167350664,0.01426138794646169,0.012640986174845053,0.009729213503975116
csm_CDSBP,0.00021756371159525979,0.00023363080987826883,0.001275429393289705,0.0,0.00033421485506662736,0.0006704125367498965,0.00022348881217414905,0.0,0.0008058324571665746,0.000903385302463086
csm_CC,0.0,0.0,0.00017327569860100216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_FD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_Blob,0.00027438485500780996,0.0,0.00018250102514688884,0.0,0.00011826666340053403,0.0,0.0,0.0,0.0,0.00017584867320816281
csm_SC,0.0,0.0003177534193119214,9.222871634345951e-05,9.624457495963669e-05,0.0,0.0,0.0,0.0,0.0,0.0
csm_MC,0.0001441572060563257,0.0015051031172719025,0.0019480908345923039,0.003925598470461083,0.00232958050256189,0.0017802175139947196,0.004231428308441055,0.007719379692068591,0.0030878722635656617,0.0002494032041711851
csm_LM,0.0017454537674302796,0.0019940980562687754,0.0015338501237251632,0.001753270809361077,0.0008829130455709645,0.0017365164206181343,0.0008977266482053924,0.0038132169591097876,0.0015267193105007845,0.0023409477736398496
csm_FE,0.0014925397103000813,0.0015983471164643657,0.0006860520739034183,0.0010788561383616245,0.0023486371959876005,0.0007156553450224488,0.0007938703205861446,0.0007285530558213776,0.0005877324586523673,0.0008041951594500777
prod_readability,0.020357327161771008,0.02257740686394611,0.02536343006320159,0.018884484377649818,0.021968503544382924,0.020539666394999437,0.023577649148086712,0.019939776770315047,0.022561713792692003,0.018072810154138877
test_readability,0.03163408915793529,0.028497773894160108,0.02700166542622641,0.028327962901467503,0.024835063393472658,0.032397698289231405,0.026325505811719798,0.03470355509818856,0.0245154235701081,0.03437103007795668
