,0,1,2,3,4,5,6,7,8,9
LCOM4_test,0.002791949388022028,0.002601987849247513,0.0,0.00167726095378952,0.0003129390615790282,0.0008743832540567274,0.0006493776024649713,0.00024857739895982605,0.001376984029839992,0.0015858573733449483
CONNECTIVITY_test,0.0121823843828582,0.010991198268619377,0.017258737355706655,0.015273580290452827,0.01493780732562588,0.021999601681903735,0.013889976548699215,0.013845091404291406,0.013204116020211612,0.014148662253400182
LCOM5_test,7.507484859775959e-05,0.0005146895238232641,4.0439889504954106e-05,5.391346219754083e-05,0.0008984115408060067,0.0005813753865305577,0.0,0.000437570837897038,0.0002679942509472787,0.00017081594594845403
COH_test,0.0004362992939656861,0.0037852657887593507,0.0017808832612157145,0.0003926215448973233,0.0028790175241078762,0.00035989834995020064,0.0017455570295803967,0.0025512607966843926,0.0035812005088601173,0.00048050295231270623
TCC_test,0.0,0.00032368058539877434,0.0,0.0,0.00012563424459458985,0.0,0.0008938728459324847,0.0,0.00030483355397636653,0.0
LCC_test,0.0012346612265812886,0.0014847438582376218,0.0019139581414494603,0.0018190837990733502,0.0022115735676639103,0.0015856947256628518,0.001269780140648471,0.0008034713775500589,0.002467823972195605,0.002870593848939171
ICH_test,0.0018222306321141158,0.00017375329173567716,0.0004525837754038094,0.001190403777421702,0.0012178877907371402,0.0013907499903744265,0.0008785719465022841,0.0017320263103862653,0.000756524121899203,0.000267589059158464
WMC_test,0.0005841202672157592,0.010832411876004599,0.0019227756268261286,0.004925452747051713,0.0027687987410913804,0.0035650819304964506,0.007367271820207025,0.002793025739135898,0.0030596786101468256,0.0024178486934027152
NOA_test,0.0008324472630419778,0.002074634491188913,0.0003308532629020645,0.0011435777904423576,0.0004620058935116055,0.0011463161538970263,0.0007571523271548423,0.0008201478952686896,0.0018865570454641776,0.0006804324899874854
NOPA_test,0.0005008084263809362,0.0007565723169605731,0.0011850066744503824,0.00030546312893754463,0.0,0.0,0.0023350574299775724,0.0009433900744422347,0.0003113146971665057,0.0
NOP_test,0.0007089087748369588,0.0007484889056575024,0.0007414120605181646,0.0009804358605625546,0.0006571820284557718,0.0012777177696851711,0.0012180864108393336,0.0006753895362482195,0.00023696102242020344,0.0005949586480199696
McCABE_test,0.006892928944807759,0.0052237730828870385,0.005412421632081327,0.003907166060437975,0.004303062347271991,0.0027948693864476484,0.0032237249292346106,0.0014899988623191852,0.005254683186310593,0.0027935712583908694
BUSWEIMER_test,0.010059590519393594,0.007448949144910412,0.005841644394592071,0.00331182895152293,0.007438647030177911,0.003902499822227907,0.007113077253816584,0.005174387584385805,0.004455654274121388,0.006266256531800636
csm_CDSBP,0.0,0.0010916399624747593,0.0011713031405141047,0.0008166102308678951,0.0009135709318090597,0.00030414212329502076,0.000546310201820697,3.9913430672601974e-05,0.0007989719534594279,0.0006210813683618066
csm_CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_FD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_Blob,0.0,0.0,0.0,0.0,0.0,0.0,7.086144836150721e-05,0.0,0.0,0.0
csm_SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_MC,0.0,0.0,0.0,0.0,0.0004316253387639812,0.0,0.00019214403001872394,6.557396286655681e-05,0.00036205564401996763,0.0
csm_LM,0.0,0.0,0.0,0.0,0.0,0.00031069582247508364,0.0,0.0,0.0,0.0
csm_FE,0.000594295188227708,6.675404032930938e-05,0.0,0.0,0.00019426988995430256,0.00022979314371508803,0.00036085313064568764,5.796131119453916e-05,0.0,0.0
prod_readability,0.008571133103536644,0.008127679701811254,0.009518696950552191,0.0071860306185703975,0.007839541060405101,0.009004597958005931,0.008870449304321812,0.010426314529826662,0.009880241204541763,0.011481213465422566
test_readability,0.017152597455427084,0.017290816120646486,0.018515909821782774,0.014710715832038711,0.02061365505764764,0.01631929534046175,0.016346690637949003,0.01830558139926878,0.017184710999510723,0.014916826157534365
