,0,1,2,3,4,5,6,7,8,9
line_coverage,0.6791593700221279,0.6994458037941919,0.7366169773087696,0.7170683271730648,0.7021759004717453,0.6916058932028476,0.6919590877166054,0.7249088463800658,0.7100700365462652,0.688618246619726
isAssertionRoulette,0.032763520375450626,0.029413751412093996,0.033106173460068625,0.03282220468939423,0.03342910251647163,0.037122967727078626,0.03895782363798593,0.03502574935166604,0.028815475581620818,0.0383816819263174
isEagerTest,0.001318936069920622,0.0028351304213481187,0.0009540105117755183,0.0019934294079744152,0.00420523318296027,0.0018779307994556398,0.0017079433650926507,0.003279438468404606,0.0006212869404093675,0.000886735729692895
isLazyTest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isMysteryGuest,0.02480231656972775,0.0285753036885969,0.020258711678397368,0.022108176332957568,0.016580424004901978,0.017024098536212336,0.015286237143846517,0.016190573273311797,0.020756811301391707,0.023578963847011043
isSensitiveEquality,7.570983382310274e-05,0.0005574687358188909,6.260878535812996e-05,0.0,0.00010130224144524363,0.000259415844336243,0.0,0.0,0.0008469019536489044,0.00034870667882109407
isResourceOptimism,0.0,0.00023483609542346184,0.0,0.0,6.865241755505274e-05,0.0,0.0005487377404556794,0.0006047484058373416,0.0,0.0
isForTestersOnly,0.0004026525658884444,0.0006610176108262347,0.0003625413777770881,0.0009214065231379914,0.0002547243952888578,0.0008767252461786867,0.0006407722348448916,0.0012149264337456519,0.0012953759184953777,0.00010074137661546022
isIndirectTesting,0.0002592494290422682,7.712515591506836e-05,0.0011021998602940351,0.0003970979634311339,0.0011037050458834606,0.0006033681412901903,0.000446452125478844,0.0,0.0,0.0
LOC_prod,0.007829077202620176,0.008569797024867057,0.009181181710127231,0.01000903643352795,0.009009186611121524,0.007722445831446491,0.008320792851905932,0.007877288841021408,0.012037972747965975,0.007986409455412248
HALSTEAD_prod,0.0073904987819127035,0.008962879864913644,0.006255393486235729,0.012269716427768126,0.012964081144539528,0.0126417637489739,0.00945830486975616,0.010960446551104492,0.007277673917858567,0.0075307255958662715
RFC_prod,0.006369475911581037,0.0041538517675233436,0.002688918607402472,0.004458323108441446,0.017554403480549558,0.004183258238820797,0.032448727434975365,0.006311306537958338,0.01812516981422367,0.003305147080409181
CBO_prod,0.004008701663796416,0.0024823522961915758,0.0018823333428725283,0.003986309902688676,0.002300062915208256,0.002927395297053757,0.0029922527316995568,0.0023559905446622112,0.002929745293943626,0.003957682291303931
MPC_prod,0.0012476039983106988,0.002404077900972872,0.0026811868360581462,0.0027805934284104933,0.0027965472396328244,0.003380767350995093,0.0036948766977556585,0.0017870621576546698,0.0027463290424762756,0.0034916359887197036
IFC_prod,0.003310884054243906,0.002953017356832898,0.003712210344730951,0.002819886071638044,0.0021346730187097266,0.002980852511443665,0.0016690904030976605,0.0024179754402303827,0.003674492562292133,0.0017812672667243956
DAC_prod,0.0014003089136613326,0.000912346206242915,0.0007259854831977096,0.00020667263440428518,0.0012329140692693508,0.0006405738189029459,0.001359450958599855,0.0016440465017932536,0.001323379900197758,0.0017952074385092743
DAC2_prod,0.0013691213580332377,0.0007927358469381978,0.000891213194617285,0.0021271628543761524,0.0018013070188251938,0.0010510407945953477,0.0005927940658155477,0.00028939573113554416,0.00014522598623154288,0.000534707203929259
LCOM1_prod,0.0024273570969022052,0.0024690860979079557,0.004137202142691258,0.003133082032389901,0.016108223522420032,0.012904372032235364,0.0019254022420578175,0.001213833336097424,0.012435926512514576,0.0015108539250352046
LCOM2_prod,0.007886743722621176,0.008773235722556179,0.009095366419064986,0.010237555682524263,0.009322603589104724,0.00797574280260906,0.005835865109170433,0.009030741041855896,0.011292674540833134,0.011547224249629725
LCOM3_prod,0.00416439635235331,0.0006920897480374956,0.0009160458630470272,0.0008250992376625422,0.0008050118635289394,0.0011404203122382234,0.0031656312543590576,0.0019960967680251384,0.0017604071178538305,0.0014943587516491111
LCOM4_prod,0.0015910492669145187,0.0012694011144808845,0.0038650858609636228,0.0028255736626225845,0.002669908746405909,0.0019182555000114658,0.0014011270774215133,0.0004405427254731079,0.0006678193346675251,0.003020372333410997
CONNECTIVITY_prod,0.0018764559375278936,0.0032125772992482025,0.0035473375727894485,0.002520488729016608,0.0019766851575785463,0.0034736754034789628,0.0016453378832591101,0.004648736948175967,0.00649992742501456,0.0026711262613300277
LCOM5_prod,0.0017961890700615207,0.0021456664168785938,0.0028309434448607258,0.0005457590951534657,0.0017777534642389296,0.0015678567713057435,0.0024069177348126094,0.0012087132901399684,0.0015707163752710993,0.0014408566341037176
COH_prod,0.004924881840897092,0.007197674753863047,0.005731333783997509,0.005525864330650045,0.003954057588425782,0.0038349431297857186,0.003624469958609157,0.003181640109708237,0.005247176679298193,0.007024750847109516
TCC_prod,0.0007071077995983702,0.0013563656769635464,0.00018346355116741176,0.0005359416505241356,5.378405494290305e-05,0.0012091958432401786,0.0006227433347583564,0.0006711091208336372,0.0003497146955281429,0.0009040165133505693
LCC_prod,0.0013133129104868988,0.00041863643203953914,0.0012880831122103677,0.001326978445291857,0.0020560243377598215,0.0016691700511616862,0.0015082310348720864,0.0013570554903037419,0.0022194716430374564,0.00040108825743633133
ICH_prod,0.0012935678078117262,0.001565998157677314,0.0016640370247079416,0.001330895202411903,0.0012758464382966958,0.002395325259050955,0.002420861816482158,0.0018136431181887825,0.0010835586632868797,0.0015135370848527957
WMC_prod,0.011628949452073411,0.0007451102278012888,0.0022820690472866124,0.00043982784850944256,0.002210436671900206,0.0012001175380974773,0.0007218431199007191,0.0016227000125263232,0.0008229963797569828,0.014137487496887272
NOA_prod,0.002583821812642589,0.001516208373183274,0.001460784455441277,0.0020971474158500976,0.0007867345440659912,0.0020819408135959,0.0010964760702269704,0.0019272753877110208,0.002258641545685034,0.0005703925257703646
NOPA_prod,0.01958867909562571,0.016299290948124368,0.01734452565552303,0.017859741024713563,0.018971862617934796,0.014806077049481775,0.0173102825006616,0.02321526584351689,0.01825828260648581,0.01933880167137289
NOP_prod,0.0009441020876255407,0.0029259568809806426,0.0008900385465444077,0.0019512423119313956,0.0023465678375867876,0.0006545473007037851,0.0004940144793889313,0.0009037156926510114,0.002414141575845457,0.0011606139913232344
McCABE_prod,0.048223536983576884,0.030255940584156635,0.004538882121441193,0.018354322295838565,0.005737238598508197,0.0337887738866761,0.019243347353458683,0.015587040447993927,0.005379732439686251,0.03186595335534329
BUSWEIMER_prod,0.0018383601502060171,0.004222249584396794,0.002459187893865048,0.0016954152949290346,0.002560066767801337,0.003247462320914008,0.004071732198774479,0.0034114988263190186,0.004247040359821719,0.0037525716908766516
LOC_test,0.0035308028057279323,0.005498819644516589,0.0054461672381714305,0.0035709836434219314,0.005693091363679453,0.0030032018210644764,0.0037981868324310016,0.004268911602240108,0.005178836881528001,0.002687367409283061
HALSTEAD_test,0.006293075080059529,0.002550285036419173,0.004644816953313377,0.007228594210419027,0.004400246605116675,0.0047207608415214515,0.004041094279232156,0.006316014802009028,0.003505628627807942,0.005304312014805965
RFC_test,0.004556954784284367,0.0012783435416035631,0.0019373648446230523,0.005555638073863395,0.0012749058538224988,0.005444325008069094,0.004991854892585614,0.0036641910013718395,0.0038885988845401417,0.004659877147398437
CBO_test,0.023834385824742094,0.02953419737716986,0.03066865310749945,0.02794866810101519,0.030216008469952066,0.031655112061370554,0.03303894768252323,0.02818881055434013,0.023994991923910514,0.032675779135385365
MPC_test,0.0011197501164248492,0.0016719117684310613,0.0017590986033921385,0.003042898097422953,0.0023191410529542524,0.0020212340234729625,0.003801280708850307,0.0013587126018704634,0.001960505580735166,0.0019044237170676363
IFC_test,0.0015998237634996814,0.001406937531377311,0.0026023820827234907,0.0015496617657955061,0.0015529209946465406,0.003958531490021364,0.0018280468336328386,0.0031012510366731447,0.003515194368997657,0.0017780279129673202
DAC_test,0.0007465442465857546,0.0014037452072410124,0.0005793156614057949,0.0013563888694689257,0.0009573261232017217,0.0016220261704879366,0.00037457156969757164,0.0014457776784579548,0.0015574669706118548,0.000675884091977865
DAC2_test,0.0007094846336877122,0.0,2.2608075537775868e-05,5.006420764143354e-05,0.00010528599399619566,2.5747812623783486e-05,9.501845919849436e-05,0.0011590324107541657,0.0006322590193554051,0.0005969495060045313
LCOM1_test,0.006781087559575928,0.0015134731611534283,0.0022345757813523495,0.0034799640190397163,0.001915261352595289,0.0016972751789030036,0.001168512445009319,0.0016072929133833943,0.0019030994623679114,0.002578665269715556
LCOM2_test,0.0013618556923115609,0.003142996238845879,0.0011472565493307002,0.0026998958162836087,0.003035157241224808,0.001438699649062092,0.0009339572479118392,0.0009116832892371443,0.001002638428124416,0.0026373557421764567
LCOM3_test,0.0005308676410279866,0.00036526848755690975,0.00015510263186627863,0.0006498209361292548,0.0,0.0,0.0006220868646229499,0.00047123688015300656,0.00029636935532159636,0.0005532839186534293
