project,className,LOC,HALSTEAD,RFC,CBO,MPC,IFC,DAC,DAC2,LCOM1,LCOM2,LCOM3,LCOM4,CONNECTIVITY,LCOM5,COH,TCC,LCC,ICH,WMC,NOA,NOPA,NOP,McCABE,BUSWEIMER
opengrok,org.opengrok.indexer.analysis.erlang.ErlangSymbolTokenizerTest,68,303.15861127413604,11,8,10,10,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,4,0.0020135091617703438
opengrok,org.opengrok.indexer.analysis.erlang.ErlangXrefTest,141,726.8084454700153,35,18,28,2,0,0,21,21,0,6,0.0,0,0.0,0,0,0.5454545454545454,7,0,0,0,18,0.0
opengrok,org.opengrok.indexer.analysis.erlang.ErlangXref,1968,2880.1446680158106,28,4,1,1,44,15,350,349,1,1,-0.07692307692307693,0,0.003367003367003367,0,0,0.0,27,44,5,31,43,0.0
opengrok,org.opengrok.indexer.analysis.erlang.ErlangSymbolTokenizer,725,2797.373105650102,24,1,0,0,44,15,275,274,1,1,-0.08695652173913043,0,0.002840909090909091,0,0,0.0,24,44,5,31,39,0.0
opengrok,org.opengrok.indexer.analysis.erlang.Consts,84,69.9171842676548,0,2,0,0,2,2,0,0,0,0,1.0,0,NaN,0,0,0.0,0,2,0,0,0,0.9936572909355164
opengrok,org.opengrok.indexer.analysis.erlang.ErlangAnalyzer,66,344.6994054803073,3,6,0,0,2,2,3,3,0,0,-2.0,3,0.0,0,0,0.0,3,2,0,0,8,0.8742031455039978
opengrok,org.opengrok.indexer.analysis.erlang.ErlangAnalyzerFactory,52,103.95398524617158,2,3,0,0,6,5,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,6,0,3,2,0.6013736724853516
opengrok,org.opengrok.indexer.analysis.erlang.ErlangXref,1967,14375.100530291693,72,4,45,3,36,7,305,259,46,54,0.08615384615384615,0,0.06790123456790123,2,2,1.0,27,36,5,31,70,0.0
opengrok,org.opengrok.indexer.analysis.erlang.ErlangSymbolTokenizer,724,5025.118786147295,54,1,30,2,36,7,236,196,40,46,0.09090909090909091,0,0.07407407407407407,2,2,0.7333333333333333,24,36,5,31,64,0.0
opengrok,org.opengrok.indexer.analysis.pascal.PascalAnalyzer,73,408.6557429800836,4,6,0,0,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,10,0.39388906955718994
opengrok,org.opengrok.indexer.analysis.pascal.PascalUtils,65,390.389751386135,1,1,0,0,2,1,0,0,0,0,1.0,1,0.0,0,0,0.0,1,2,2,0,2,0.8693829774856567
opengrok,org.opengrok.indexer.analysis.pascal.Consts,128,673.8844658288843,0,2,0,0,1,1,0,0,0,0,1.0,0,NaN,0,0,0.0,0,1,1,0,0,0.0
opengrok,org.opengrok.indexer.analysis.pascal.PascalAnalyzerFactory,51,122.51652468765104,2,3,0,0,2,2,1,1,0,0,-2.0,1,0.5,0,0,0.0,2,2,0,2,3,0.31188279390335083
opengrok,org.opengrok.indexer.analysis.pascal.PascalAnalyzerFactoryTest,143,696.9770987976533,31,27,26,26,4,4,7,4,3,4,0.0,1,0.35,0,0,1.0,5,4,1,3,16,0.0
opengrok,org.opengrok.indexer.analysis.pascal.PascalXrefTest,143,741.5057418731705,37,18,30,2,0,0,21,21,0,6,0.0,0,0.0,0,0,0.5454545454545454,7,0,0,0,18,0.0
opengrok,org.opengrok.indexer.analysis.pascal.PascalSymbolTokenizerTest,68,303.15861127413604,11,8,10,10,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,4,0.0031900659669190645
opengrok,org.opengrok.indexer.analysis.pascal.PascalUtils,66,403.67213635837527,1,1,0,0,4,3,0,0,0,0,1.0,0,0.0,0,0,0.0,1,4,2,0,2,0.537822425365448
opengrok,org.opengrok.indexer.analysis.pascal.PascalSymbolTokenizer,683,2806.270508565047,24,2,0,0,45,15,275,274,1,1,-0.08695652173913043,0,0.002777777777777778,0,0,0.0,24,45,6,31,39,0.0
opengrok,org.opengrok.indexer.analysis.pascal.Consts,129,69.9171842676548,0,2,0,0,2,2,0,0,0,0,1.0,0,NaN,0,0,0.0,0,2,0,0,0,0.9932833313941956
opengrok,org.opengrok.indexer.analysis.pascal.PascalXref,2275,2871.773590001215,27,3,1,1,45,15,324,323,1,1,-0.08,0,0.003418803418803419,0,0,0.0,26,45,6,31,41,0.0
opengrok,org.opengrok.indexer.analysis.pascal.PascalAnalyzer,74,377.13366459622017,4,6,0,0,2,2,6,6,0,0,-1.0,4,0.0,0,0,0.0,4,2,0,0,9,0.8311497569084167
opengrok,org.opengrok.indexer.analysis.pascal.PascalAnalyzerFactory,52,115.86775816678443,2,3,0,0,4,4,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,4,0,2,2,0.958010196685791
opengrok,org.opengrok.indexer.analysis.pascal.PascalSymbolTokenizer,682,4811.549204744926,56,2,32,2,37,7,236,196,40,46,0.09090909090909091,0,0.07207207207207207,2,2,0.7333333333333333,24,37,6,31,64,0.0
opengrok,org.opengrok.indexer.analysis.pascal.PascalXref,2274,16446.526545219553,70,3,44,2,37,7,282,239,43,51,0.08666666666666667,0,0.07068607068607069,2,2,0.9333333333333333,26,37,6,31,68,0.0
opengrok,org.opengrok.indexer.analysis.pascal.PascalAnalyzerFactory,889,172.7065876595742,4,3,0,0,35,8,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,35,0,2,4,5.225861095823348E-4
opengrok,org.opengrok.indexer.analysis.plain.AbstractSourceCodeAnalyzer,68,668.9822666845083,2,4,0,0,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,5,0.04526978358626366
opengrok,org.opengrok.indexer.analysis.plain.PlainAnalyzerFactory,108,749.8670702433353,12,6,5,2,2,2,20,19,1,4,-0.13333333333333333,3,0.19047619047619047,0,0,1.0,7,3,1,2,24,4.2755590402521193E-4
opengrok,org.opengrok.indexer.analysis.plain.DefinitionsTokenStream,131,1000.9078348671184,21,13,17,5,5,5,3,0,3,4,0.3333333333333333,0,0.4,0,0,0.6666666666666666,4,5,0,5,13,0.0
opengrok,org.opengrok.indexer.analysis.plain.PlainAnalyzer,184,1080.2280843011536,28,20,20,4,0,0,28,28,0,2,-0.23809523809523808,0,0.0,0,0,0.4,8,0,0,0,21,0.0
opengrok,org.opengrok.indexer.analysis.plain.XMLAnalyzer,91,599.1411108832941,13,12,9,9,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,10,0.016156651079654694
opengrok,org.opengrok.indexer.analysis.plain.XMLAnalyzerFactory,52,99.54467630871648,2,3,0,0,3,2,1,1,0,0,-2.0,0,0.5,0,0,0.0,2,3,0,3,3,0.0
opengrok,org.opengrok.indexer.analysis.plain.DefinitionsTokenStreamTest,179,531.8500861048457,18,18,12,0,0,0,15,15,0,3,-0.2,0,0.0,0,0,0.16666666666666666,6,0,0,0,14,0.0
opengrok,org.opengrok.indexer.analysis.plain.XMLAnalyzerTest,100,533.9380822431292,20,7,17,17,0,0,3,3,0,0,-2.0,0,0.0,0,5,0.0,3,0,0,0,7,0.0
opengrok,org.opengrok.indexer.analysis.plain.XMLAnalyzer,1579,903.8518024282658,7,12,0,0,37,4,21,21,0,0,-0.4,0,0.0,0,0,0.0,7,37,0,0,8,0.0
opengrok,org.opengrok.indexer.analysis.plain.PlainFullTokenizer,740,2770.1367911560264,24,2,0,0,41,15,275,274,1,1,-0.08695652173913043,0,0.003048780487804878,0,0,0.0,24,41,2,31,39,0.0
opengrok,org.opengrok.indexer.analysis.plain.PlainAnalyzerFactory,109,103.37331770520557,2,6,0,0,5,5,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,6,1,2,2,0.4065704345703125
opengrok,org.opengrok.indexer.analysis.plain.AbstractSourceCodeAnalyzer,69,680.884105045097,2,4,0,0,2,2,1,1,0,0,-2.0,2,0.0,0,0,0.0,2,2,0,0,5,0.04403090476989746
opengrok,org.opengrok.indexer.analysis.plain.XMLAnalyzer,92,457.17312739701117,4,12,0,0,2,2,6,6,0,0,-1.0,4,0.0,0,0,0.0,4,2,0,0,9,0.7485346794128418
opengrok,org.opengrok.indexer.analysis.plain.PlainXref,891,2827.1938722746117,26,1,1,1,41,15,299,298,1,1,-0.08333333333333333,0,0.003902439024390244,0,0,0.0,25,41,2,31,40,0.0
opengrok,org.opengrok.indexer.analysis.plain.PlainSymbolTokenizer,596,2770.1367911560264,24,1,0,0,41,15,275,274,1,1,-0.08695652173913043,0,0.003048780487804878,0,0,0.0,24,41,2,31,39,0.0
opengrok,org.opengrok.indexer.analysis.plain.DefinitionsTokenStream,132,549.2664047697316,4,13,0,0,6,6,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,6,0,4,10,0.021049093455076218
opengrok,org.opengrok.indexer.analysis.plain.XMLAnalyzerFactory,53,93.44174045708421,2,3,0,0,5,4,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,5,0,3,2,0.6696645021438599
opengrok,org.opengrok.indexer.analysis.plain.XMLXref,1117,2880.693905274453,27,4,1,1,46,15,324,323,1,1,-0.08,0,0.0033444816053511705,0,0,0.0,26,46,7,31,41,0.0
opengrok,org.opengrok.indexer.analysis.plain.PlainAnalyzer,185,665.4212933375475,8,20,0,0,2,2,28,28,0,0,-0.3333333333333333,8,0.0,0,0,0.0,8,2,0,0,17,0.0023273001424968243
opengrok,org.opengrok.indexer.analysis.plain.PlainFullTokenizer,739,5458.662835513548,52,2,28,2,33,7,236,196,40,46,0.09090909090909091,0,0.07449494949494949,2,2,0.7142857142857143,24,33,2,31,63,0.0
opengrok,org.opengrok.indexer.analysis.plain.PlainXref,890,6592.229294535383,56,1,31,2,33,7,258,216,42,48,0.08695652173913043,0,0.07272727272727272,2,2,0.7142857142857143,25,33,2,31,65,0.0
opengrok,org.opengrok.indexer.analysis.plain.XMLXref,1116,7550.061670007272,62,4,36,2,38,7,282,239,43,51,0.08666666666666667,0,0.06781376518218624,2,2,0.8666666666666667,26,38,7,31,68,0.0
opengrok,org.opengrok.indexer.analysis.plain.PlainSymbolTokenizer,595,4293.429063917066,50,1,26,1,33,7,236,196,40,46,0.09090909090909091,0,0.07449494949494949,2,2,0.7142857142857143,24,33,2,31,63,0.0
opengrok,org.opengrok.indexer.analysis.plain.DefinitionsTokenStream,2427,1036.4536879003963,5,13,0,0,203,18,10,10,0,0,-0.6666666666666666,0,9.852216748768472E-4,0,0,0.0,5,203,0,4,6,0.0
opengrok,org.opengrok.indexer.analysis.python.PythonAnalyzer,68,386.3375811295185,3,6,0,0,0,0,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,0,0,0,8,0.6597809195518494
opengrok,org.opengrok.indexer.analysis.python.Consts,67,271.6436477551915,0,2,0,0,1,1,0,0,0,0,1.0,0,NaN,0,0,0.0,0,1,1,0,0,0.0
opengrok,org.opengrok.indexer.analysis.python.PythonUtils,55,331.5722533911426,1,2,0,0,1,1,0,0,0,0,1.0,1,0.0,0,0,0.0,1,1,1,0,2,0.9854260683059692
opengrok,org.opengrok.indexer.analysis.python.PythonAnalyzerFactory,61,134.98992506077215,2,3,0,0,3,2,1,1,0,0,-2.0,0,0.5,0,0,0.0,2,3,0,3,3,0.2164791226387024
opengrok,org.opengrok.indexer.analysis.python.PythonXrefTest,143,741.5057418731705,37,18,30,2,0,0,21,21,0,6,0.0,0,0.0,0,0,0.5454545454545454,7,0,0,0,18,0.0
opengrok,org.opengrok.indexer.analysis.python.PythonUtilsTest,75,226.31912258809376,15,3,10,10,0,0,10,10,0,0,-0.6666666666666666,0,0.0,0,4,0.0,5,0,0,0,5,1.3423009659163654E-4
opengrok,org.opengrok.indexer.analysis.python.PythonSymbolTokenizerTest,68,303.15861127413604,11,8,10,10,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,4,0.0031530815176665783
opengrok,org.opengrok.indexer.analysis.python.PythonSymbolTokenizer,677,2815.169414410422,24,1,0,0,46,15,275,274,1,1,-0.08695652173913043,0,0.002717391304347826,0,0,0.0,24,46,7,31,39,0.0
opengrok,org.opengrok.indexer.analysis.python.PythonUtils,56,339.0405356373202,1,2,0,0,3,3,0,0,0,0,1.0,0,0.0,0,0,0.0,1,3,1,0,2,0.9862442016601562
opengrok,org.opengrok.indexer.analysis.python.PythonXref,1910,2897.9914941009724,28,4,1,1,46,15,350,349,1,1,-0.07692307692307693,0,0.00322061191626409,0,0,0.0,27,46,7,31,43,0.0
opengrok,org.opengrok.indexer.analysis.python.PythonAnalyzerFactory,62,134.98992506077215,2,3,0,0,6,5,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,6,0,3,2,0.888753354549408
opengrok,org.opengrok.indexer.analysis.python.PythonAnalyzer,69,362.72114302136083,3,6,0,0,2,2,3,3,0,0,-2.0,3,0.0,0,0,0.0,3,2,0,0,8,0.9177301526069641
opengrok,org.opengrok.indexer.analysis.python.Consts,68,69.9171842676548,0,2,0,0,2,2,0,0,0,0,1.0,0,NaN,0,0,0.0,0,2,0,0,0,0.9932833313941956
opengrok,org.opengrok.indexer.analysis.python.PythonSymbolTokenizer,676,4787.773783843545,52,1,28,1,38,7,236,196,40,46,0.09090909090909091,0,0.0712719298245614,2,2,0.7333333333333333,24,38,7,31,64,0.0
opengrok,org.opengrok.indexer.analysis.python.PythonXref,1909,13702.555864126703,68,4,41,2,38,7,305,259,46,54,0.08615384615384615,0,0.06530214424951267,2,2,0.9285714285714286,27,38,7,31,70,0.0
opengrok,org.opengrok.indexer.analysis.document.MandocAnalyzer,97,589.6352355275692,14,13,10,10,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,11,0.002443198813125491
opengrok,org.opengrok.indexer.analysis.document.MandocRunner,214,1124.0682186183658,17,14,11,11,6,6,11,7,4,4,-0.1,1,0.2777777777777778,0,0,2.0,6,6,0,6,20,0.0
opengrok,org.opengrok.indexer.analysis.document.TroffAnalyzerFactory,78,222.8326059770952,9,5,4,2,2,2,9,8,1,3,-0.16666666666666666,2,0.2,0,0,2.0,5,3,2,1,11,5.860337405465543E-4
opengrok,org.opengrok.indexer.analysis.document.TroffAnalyzer,96,631.702065984163,14,13,10,10,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,11,0.0017696396680548787
opengrok,org.opengrok.indexer.analysis.document.MandocAnalyzerFactory,103,693.744211070628,13,6,7,3,2,2,15,15,0,3,-0.2,3,0.1111111111111111,0,0,2.5,6,3,2,1,14,0.0
opengrok,org.opengrok.indexer.analysis.document.MandocException,30,85.02993454155389,1,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,1,0.9910958409309387
opengrok,org.opengrok.indexer.analysis.document.DocumentMatcher,226,2045.9342815744574,18,8,14,7,5,3,2,0,4,4,0.3333333333333333,0,0.45,1,1,0.5,4,5,0,5,27,0.0
opengrok,org.opengrok.indexer.analysis.document.TroffXrefTest,118,591.6489123637223,27,16,22,3,0,0,10,10,0,4,0.0,0,0.0,0,0,0.5714285714285714,5,0,0,0,12,0.0
opengrok,org.opengrok.indexer.analysis.document.DocumentMatcherTest,124,496.5185930331522,30,8,26,8,0,0,6,6,0,3,0.0,0,0.0,0,7,1.0,4,0,0,0,10,0.0
opengrok,org.opengrok.indexer.analysis.document.TroffAnalyzerTest,150,633.0875314078684,25,18,17,17,4,4,22,16,6,6,-0.047619047619047616,2,0.34375,0,1,0.0,8,4,0,4,23,0.0
opengrok,org.opengrok.indexer.analysis.document.DocumentMatcher,4304,2469.73292812312,22,8,0,0,322,19,231,231,0,0,-0.1,0,4.2348955392433656E-4,0,0,0.0,22,322,0,5,25,0.0
opengrok,org.opengrok.indexer.analysis.document.TroffFullTokenizer,714,2770.689859844192,24,1,0,0,41,15,275,274,1,1,-0.08695652173913043,0,0.003048780487804878,0,0,0.0,24,41,2,31,39,0.0
opengrok,org.opengrok.indexer.analysis.document.MandocAnalyzerFactory,104,515.2345464587225,4,6,0,0,4,4,6,6,0,0,-1.0,1,0.0,0,0,0.0,4,5,2,1,5,0.05665949359536171
opengrok,org.opengrok.indexer.analysis.document.TroffXref,1398,3040.7136884179645,35,5,0,0,49,15,594,593,1,1,-0.058823529411764705,0,0.001749271137026239,0,0,0.0,35,49,7,31,58,0.0
opengrok,org.opengrok.indexer.analysis.document.TroffAnalyzer,97,467.8307266894965,4,13,0,0,2,2,6,6,0,0,-1.0,4,0.0,0,0,0.0,4,2,0,0,10,0.6765046119689941
opengrok,org.opengrok.indexer.analysis.document.TroffAnalyzerFactory,79,120.15090706535445,3,5,0,0,4,4,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,5,2,1,3,0.10790805518627167
opengrok,org.opengrok.indexer.analysis.document.MandocException,31,103.92204921522719,1,0,0,0,2,2,0,0,0,0,1.0,1,0.0,0,0,0.0,1,2,0,0,1,0.9789851903915405
opengrok,org.opengrok.indexer.analysis.document.MandocXref,836,3030.815571263272,28,8,0,0,45,17,377,376,1,1,-0.07407407407407407,0,0.002380952380952381,0,0,0.0,28,45,2,31,46,0.0
opengrok,org.opengrok.indexer.analysis.document.DocumentMatcher,227,1079.9506320166145,4,8,0,0,7,5,6,6,0,0,-1.0,0,0.07142857142857142,0,0,0.0,4,7,0,5,18,0.0
opengrok,org.opengrok.indexer.analysis.document.MandocAnalyzer,98,432.97583559058995,4,13,0,0,2,2,6,6,0,0,-1.0,4,0.0,0,0,0.0,4,2,0,0,10,0.761218249797821
opengrok,org.opengrok.indexer.analysis.document.MandocRunner,215,714.4943714647419,6,14,0,0,9,9,15,15,0,0,-0.5,0,0.018518518518518517,0,0,0.0,6,9,0,6,18,3.1319353729486465E-4
opengrok,org.opengrok.indexer.analysis.document.TroffFullTokenizer,713,5054.347015101362,51,1,27,1,33,7,236,196,40,46,0.09090909090909091,0,0.07575757575757576,2,2,0.7142857142857143,24,33,2,31,64,0.0
opengrok,org.opengrok.indexer.analysis.document.MandocXref,835,6224.947894787612,68,8,40,2,37,9,329,280,49,60,0.09401709401709402,0,0.07142857142857142,2,2,0.9411764705882353,28,37,2,31,77,0.0
opengrok,org.opengrok.indexer.analysis.document.TroffXref,1397,8589.910998710564,92,5,57,2,41,7,530,465,65,82,0.0855614973262032,0,0.05714285714285714,2,2,1.3846153846153846,35,41,7,31,95,0.0
opengrok,org.opengrok.indexer.analysis.document.TroffAnalyzer,1673,941.6251691111573,7,13,0,0,45,6,21,21,0,0,-0.4,0,0.0,0,0,0.0,7,45,0,0,8,0.0
opengrok,org.opengrok.indexer.analysis.haskell.Consts,64,230.19794618864358,0,2,0,0,1,1,0,0,0,0,1.0,0,NaN,0,0,0.0,0,1,1,0,0,0.0
opengrok,org.opengrok.indexer.analysis.haskell.HaskellAnalyzerFactory,52,122.51652468765104,2,3,0,0,2,2,1,1,0,0,-2.0,1,0.5,0,0,0.0,2,2,0,2,3,0.22666911780834198
opengrok,org.opengrok.indexer.analysis.haskell.HaskellAnalyzer,69,386.3375811295185,3,6,0,0,0,0,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,0,0,0,8,0.5794200897216797
opengrok,org.opengrok.indexer.analysis.haskell.HaskellUtils,51,347.1597432849566,1,1,0,0,1,1,0,0,0,0,1.0,1,0.0,0,0,0.0,1,1,1,0,2,0.9923737645149231
opengrok,org.opengrok.indexer.analysis.haskell.HaskellXrefTest,188,1191.4914154323571,52,19,45,3,0,0,21,21,0,5,-0.06666666666666667,0,0.0,0,0,0.35714285714285715,7,0,0,0,19,0.0
opengrok,org.opengrok.indexer.analysis.haskell.HaskellSymbolTokenizerTest,116,593.8791401360845,29,16,25,25,1,1,5,4,1,2,-0.3333333333333333,2,0.5,0,1,1.0,4,1,0,1,12,0.0
opengrok,org.opengrok.indexer.analysis.haskell.HaskellUtils,52,361.9252190446295,1,1,0,0,3,3,0,0,0,0,1.0,0,0.0,0,0,0.0,1,3,1,0,2,0.9831313490867615
opengrok,org.opengrok.indexer.analysis.haskell.HaskellAnalyzerFactory,53,115.86775816678443,2,3,0,0,4,4,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,4,0,2,2,0.9592480063438416
opengrok,org.opengrok.indexer.analysis.haskell.HaskellAnalyzer,70,362.72114302136083,3,6,0,0,2,2,3,3,0,0,-2.0,3,0.0,0,0,0.0,3,2,0,0,8,0.8986874222755432
opengrok,org.opengrok.indexer.analysis.haskell.Consts,65,83.30511275438009,0,2,0,0,2,2,0,0,0,0,1.0,0,NaN,0,0,0.0,0,2,0,0,0,0.9962742328643799
opengrok,org.opengrok.indexer.analysis.haskell.HaskellXref,1525,2880.693905274453,29,3,1,1,46,15,377,376,1,1,-0.07407407407407407,0,0.003105590062111801,0,0,0.0,28,46,6,32,44,0.0
opengrok,org.opengrok.indexer.analysis.haskell.HaskellSymbolTokenizer,830,2797.6479365623886,25,2,0,0,46,15,299,298,1,1,-0.08333333333333333,0,0.0026086956521739132,0,0,0.0,25,46,6,32,40,0.0
opengrok,org.opengrok.indexer.analysis.haskell.HaskellXref,1524,10334.09732927055,66,3,38,2,38,7,331,284,47,55,0.07977207977207977,0,0.06484962406015038,2,2,0.9285714285714286,28,38,6,32,71,0.0
opengrok,org.opengrok.indexer.analysis.haskell.HaskellSymbolTokenizer,829,5384.7208376989975,53,2,28,1,38,7,259,218,41,47,0.08333333333333333,0,0.06947368421052631,2,2,0.7333333333333333,25,38,6,32,65,0.0
opengrok,org.opengrok.indexer.analysis.c.CAnalyzerFactory,56,92.2219863528484,2,3,0,0,2,2,1,1,0,0,-2.0,1,0.5,0,0,0.0,2,2,0,2,3,1.827559171942994E-4
opengrok,org.opengrok.indexer.analysis.c.Consts,92,389.95922895871826,0,2,0,0,1,1,0,0,0,0,1.0,0,NaN,0,0,0.0,0,1,1,0,0,0.0
opengrok,org.opengrok.indexer.analysis.c.CAnalyzer,76,460.696148005454,4,6,0,0,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,10,0.290414035320282
opengrok,org.opengrok.indexer.analysis.c.CxxConsts,68,239.62710728286592,0,2,0,0,1,1,0,0,0,0,1.0,0,NaN,0,0,0.0,0,1,1,0,0,0.0
opengrok,org.opengrok.indexer.analysis.c.CxxAnalyzerFactory,53,92.2219863528484,2,3,0,0,2,2,1,1,0,0,-2.0,1,0.5,0,0,0.0,2,2,0,2,3,7.266180473379791E-4
opengrok,org.opengrok.indexer.analysis.c.CxxAnalyzer,74,432.0537247927798,4,6,0,0,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,10,0.35971328616142273
opengrok,org.opengrok.indexer.analysis.c.CXrefTest,124,650.6987282414553,32,18,27,13,0,0,10,10,0,4,0.0,0,0.0,0,0,2.0,5,0,0,0,14,0.0
opengrok,org.opengrok.indexer.analysis.c.CxxAnalyzerFactoryTest,166,993.7756300583623,34,28,29,29,4,4,7,4,3,4,0.0,1,0.35,0,0,1.0,5,4,1,3,18,0.0
opengrok,org.opengrok.indexer.analysis.c.CSymbolTokenizerTest,67,303.15861127413604,11,8,10,10,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,4,0.0026635604444891214
opengrok,org.opengrok.indexer.analysis.c.CxxSymbolTokenizerTest,67,303.15861127413604,11,8,10,10,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,4,0.0028661831747740507
opengrok,org.opengrok.indexer.analysis.c.CxxXrefTest,123,650.6987282414553,32,18,27,13,0,0,10,10,0,4,0.0,0,0.0,0,0,2.0,5,0,0,0,14,0.0
opengrok,org.opengrok.indexer.analysis.c.CAnalyzerFactoryTest,147,800.1123132984983,33,28,28,28,4,4,7,4,3,4,0.0,1,0.35,0,0,1.0,5,4,1,3,18,0.0
opengrok,org.opengrok.indexer.analysis.c.CxxConsts,69,69.9171842676548,0,2,0,0,2,2,0,0,0,0,1.0,0,NaN,0,0,0.0,0,2,0,0,0,0.9938459992408752
opengrok,org.opengrok.indexer.analysis.c.CAnalyzer,77,423.6065628452086,4,6,0,0,2,2,6,6,0,0,-1.0,4,0.0,0,0,0.0,4,2,0,0,9,0.7514675855636597
opengrok,org.opengrok.indexer.analysis.c.CxxSymbolTokenizer,734,2806.270508565047,24,1,0,0,45,15,275,274,1,1,-0.08695652173913043,0,0.002777777777777778,0,0,0.0,24,45,6,31,39,0.0
opengrok,org.opengrok.indexer.analysis.c.CXref,2323,2958.873313237024,28,7,1,1,52,16,350,349,1,1,-0.07692307692307693,0,0.002849002849002849,0,0,0.0,27,52,6,38,43,0.0
opengrok,org.opengrok.indexer.analysis.c.CxxAnalyzerFactory,54,86.00445452294665,2,3,0,0,4,4,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,4,0,2,2,0.7553687691688538
opengrok,org.opengrok.indexer.analysis.c.CxxXref,2303,2958.873313237024,28,7,1,1,52,16,350,349,1,1,-0.07692307692307693,0,0.002849002849002849,0,0,0.0,27,52,6,38,43,0.0
opengrok,org.opengrok.indexer.analysis.c.CxxAnalyzer,75,400.2730362313536,4,6,0,0,2,2,6,6,0,0,-1.0,4,0.0,0,0,0.0,4,2,0,0,9,0.8079524040222168
opengrok,org.opengrok.indexer.analysis.c.CSymbolTokenizer,691,2806.270508565047,24,1,0,0,45,15,275,274,1,1,-0.08695652173913043,0,0.002777777777777778,0,0,0.0,24,45,6,31,39,0.0
opengrok,org.opengrok.indexer.analysis.c.Consts,93,69.9171842676548,0,2,0,0,2,2,0,0,0,0,1.0,0,NaN,0,0,0.0,0,2,0,0,0,0.9941186308860779
opengrok,org.opengrok.indexer.analysis.c.CAnalyzerFactory,57,86.00445452294665,2,3,0,0,4,4,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,4,0,2,2,0.7642735838890076
opengrok,org.opengrok.indexer.analysis.c.CSymbolTokenizer,690,4934.558149371402,52,1,28,1,37,7,236,196,40,46,0.09090909090909091,0,0.07207207207207207,2,2,0.7333333333333333,24,37,6,31,64,0.0
opengrok,org.opengrok.indexer.analysis.c.CxxSymbolTokenizer,733,5279.2644068838645,52,1,28,1,37,7,236,196,40,46,0.09090909090909091,0,0.07207207207207207,2,2,0.7333333333333333,24,37,6,31,64,0.0
opengrok,org.opengrok.indexer.analysis.c.CxxXref,2302,16800.322231636124,70,7,43,3,44,8,305,259,46,54,0.08615384615384615,0,0.06228956228956229,2,2,0.9285714285714286,27,44,6,38,70,0.0
opengrok,org.opengrok.indexer.analysis.c.CXref,2322,17123.947172289663,70,7,43,3,44,8,305,259,46,54,0.08615384615384615,0,0.06228956228956229,2,2,0.9285714285714286,27,44,6,38,70,0.0
opengrok,org.opengrok.indexer.analysis.c.CxxAnalyzerFactory,917,183.08880158991053,4,3,0,0,51,8,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,51,0,2,4,0.0
opengrok,org.opengrok.indexer.analysis.c.CAnalyzerFactory,959,185.26566886535724,4,3,0,0,55,8,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,55,0,2,4,0.0
opengrok,org.opengrok.indexer.analysis.tcl.Consts,234,1460.4910741552458,0,2,0,0,1,1,0,0,0,0,1.0,0,NaN,0,0,0.0,0,1,1,0,0,0.0
opengrok,org.opengrok.indexer.analysis.tcl.TclAnalyzer,64,345.74248673279817,3,6,0,0,0,0,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,0,0,0,7,0.7783141732215881
opengrok,org.opengrok.indexer.analysis.tcl.TclAnalyzerFactory,53,92.2219863528484,2,3,0,0,2,2,1,1,0,0,-2.0,1,0.5,0,0,0.0,2,2,0,2,3,9.260617662221193E-4
opengrok,org.opengrok.indexer.analysis.tcl.TclSymbolTokenizerTest,68,303.15861127413604,11,8,10,10,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,4,0.0028995689935982227
