project,module,commit,path_test,test_name,path_src,class_name,mutation,no_mutations,line_coverage,isAssertionRoulette,isEagerTest,isLazyTest,isMysteryGuest,isSensitiveEquality,isResourceOptimism,isForTestersOnly,isIndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WMC_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,BUSWEIMER_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WMC_test,NOA_test,NOPA_test,NOP_test,McCABE_test,BUSWEIMER_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/PiePlot3DTest.java,org.jfree.chart.plot.PiePlot3DTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/PiePlot3D.java,org.jfree.chart.plot.PiePlot3D,0.030845771144278607,1005.0,0.13725490196078433,1,1,0,0,0,0,0,0,1055,5710.808226904725,132,28,120,5,3,3,57,48,9,13,0.03636363636363636,5,0.19444444444444445,1,1,0.2727272727272727,12,3,0,3,32,0.0,117,413.8964373916807,15,10,12,12,0,0,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,0,0,0,7,0.0,0,0,0,0,1,1,1,1,0.797671983970532,0.8091217279434204
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/RingPlotTest.java,org.jfree.chart.plot.RingPlotTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/RingPlot.java,org.jfree.chart.plot.RingPlot,0.2954545454545455,352.0,0.4328358208955224,1,1,0,0,0,0,0,0,732,4686.466597011638,110,33,80,40,12,10,340,245,95,96,0.16502463054187191,2,0.1638888888888889,2,4,1.5,30,12,0,12,69,0.0,170,530.7013054328,25,11,22,22,0,0,3,3,0,0,-2.0,0,0.0,0,1,0.0,3,0,0,0,6,0.0,0,0,0,1,0,1,1,1,0.9047233576575916,0.7019210855166117
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/CrosshairTest.java,org.jfree.chart.plot.CrosshairTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/Crosshair.java,org.jfree.chart.plot.Crosshair,0.5769230769230769,286.0,0.8770949720670391,1,1,0,0,0,0,0,0,730,3616.039927843139,72,19,32,10,16,8,481,182,299,299,0.3508771929824561,2,0.1765625,6,6,1.3333333333333333,40,16,0,16,77,0.0,198,699.7008841658306,34,13,29,29,0,0,10,10,0,0,-0.6666666666666666,0,0.0,0,1,0.0,5,0,0,0,8,0.0,0,0,0,1,0,1,0,0,0.9303246274590492,0.7691767096519471
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/PieLabelRecordTest.java,org.jfree.chart.plot.PieLabelRecordTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/PieLabelRecord.java,org.jfree.chart.plot.PieLabelRecord,0.4566929133858268,127.0,0.5272727272727272,1,0,0,0,0,0,0,0,286,1678.3596479356565,18,2,2,2,8,3,76,32,44,44,0.2761904761904762,1,0.2578125,2,2,2.0,16,8,0,8,36,0.0,126,375.5887384418318,10,5,7,7,0,0,3,3,0,0,-2.0,0,0.0,0,1,0.0,3,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0.9480522647500038,0.5599421945710977
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/PiePlotTest.java,org.jfree.chart.plot.PiePlotTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/PiePlot.java,org.jfree.chart.plot.PiePlot,0.3549398849973863,1913.0,0.7494845360824742,1,1,0,0,0,0,0,0,3488,18501.967299407548,537,62,406,3,63,21,7884,7253,631,677,0.0652355396541443,2,0.03913728341209257,2,14,0.5982142857142857,131,63,10,49,321,0.0,692,2703.0160926399035,143,29,127,127,1,1,120,120,0,0,-0.14285714285714285,15,0.0625,0,10,0.0,16,1,0,1,34,0.0,0,1,0,1,1,1,0,1,0.8708597771069817,0.588201825105999
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/PlotOrientationTest.java,org.jfree.chart.plot.PlotOrientationTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/PlotOrientation.java,org.jfree.chart.plot.PlotOrientation,0.5434782608695652,46.0,0.7391304347826086,1,0,0,0,0,0,0,0,164,869.393978951043,13,2,6,1,2,2,13,5,8,11,0.3333333333333333,1,0.2857142857142857,1,1,1.5,7,4,2,2,20,0.0,83,213.03217617820306,7,4,5,5,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,4,0.0002613855467643589,0,0,0,0,0,0,0,0,0.9225046123777118,0.8478819727897644
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/CombinedRangeCategoryPlotTest.java,org.jfree.chart.plot.CombinedRangeCategoryPlotTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/CombinedRangeCategoryPlot.java,org.jfree.chart.plot.CombinedRangeCategoryPlot,0.3206997084548105,343.0,0.7323232323232324,1,1,0,0,0,0,0,0,590,4148.595918537447,128,21,108,5,4,4,92,0,98,99,0.4678362573099415,5,0.2625,4,4,0.6,20,4,0,4,65,0.0,279,1446.2636975875034,47,18,38,38,1,1,35,34,1,7,-0.03571428571428571,7,0.2222222222222222,0,2,0.0,9,1,0,1,15,0.0,0,0,0,0,0,1,0,1,0.770946815982461,0.7788720793194241
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/PolarPlotTest.java,org.jfree.chart.plot.PolarPlotTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/PolarPlot.java,org.jfree.chart.plot.PolarPlot,0.3070398642917727,1179.0,0.4910569105691057,1,1,0,0,0,0,0,0,2166,12309.589247398151,326,54,233,2,30,13,4033,3788,245,293,0.04801720019111323,3,0.04444444444444445,2,6,0.7692307692307693,93,30,4,25,261,0.0,384,1437.6255701912476,76,22,68,68,0,0,28,28,0,0,-0.3333333333333333,0,0.0,0,5,0.0,8,0,0,0,15,0.0,0,1,0,1,1,1,0,1,0.8584274065190105,0.4927511513233185
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/CombinedDomainXYPlotTest.java,org.jfree.chart.plot.CombinedDomainXYPlotTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/CombinedDomainXYPlot.java,org.jfree.chart.plot.CombinedDomainXYPlot,0.2493368700265252,377.0,0.6311475409836066,1,1,0,0,0,0,0,0,803,5356.046501891137,143,22,113,2,4,4,220,5,215,221,0.4729064039408867,8,0.225,6,6,0.5609756097560976,30,4,0,4,89,0.0,282,1560.4416842206094,56,20,46,46,1,1,44,43,1,7,-0.05555555555555555,8,0.2,0,2,0.0,10,1,0,1,17,0.0,0,0,0,1,0,1,0,1,0.8157574986418088,0.7384737402200698
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/DialTextAnnotationTest.java,org.jfree.chart.plot.dial.DialTextAnnotationTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialTextAnnotation.java,org.jfree.chart.plot.dial.DialTextAnnotation,0.3888888888888889,162.0,0.7228915662650602,1,1,0,0,0,0,0,0,405,2447.3395966583475,47,18,27,9,7,6,117,44,73,73,0.3157894736842105,2,0.2714285714285714,3,4,1.3333333333333333,20,7,0,6,50,0.0,158,549.7552512298372,27,8,23,23,0,0,6,6,0,0,-1.0,0,0.0,0,2,0.0,4,0,0,0,8,0.0,0,0,0,0,0,1,0,0,0.9277421295642851,0.8030739277601242
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/StandardDialRangeTest.java,org.jfree.chart.plot.dial.StandardDialRangeTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/StandardDialRange.java,org.jfree.chart.plot.dial.StandardDialRange,0.2617801047120419,191.0,0.5567010309278351,1,1,0,0,0,0,0,0,439,2520.982449395936,44,15,22,4,7,4,149,67,82,82,0.2904761904761905,2,0.2662337662337662,3,4,0.4,22,7,0,6,55,0.0,135,487.70477976775186,24,7,20,20,0,0,6,6,0,0,-1.0,0,0.0,0,2,0.0,4,0,0,0,7,0.0,0,0,0,0,0,1,0,0,0.9089074270291762,0.7630163580179214
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/DialCapTest.java,org.jfree.chart.plot.dial.DialCapTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialCap.java,org.jfree.chart.plot.dial.DialCap,0.4754098360655738,122.0,0.746268656716418,1,1,0,0,0,0,0,0,341,2159.1896369347255,42,16,26,5,5,4,59,0,61,61,0.4380952380952381,2,0.3625,2,3,0.6,16,5,0,4,41,0.0,172,540.4936272383868,31,8,27,27,0,0,6,6,0,0,-1.0,0,0.0,0,4,0.0,4,0,0,0,7,0.0,0,0,0,0,0,1,0,0,0.9239549152553082,0.6592673808336258
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/StandardDialScaleTest.java,org.jfree.chart.plot.dial.StandardDialScaleTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/StandardDialScale.java,org.jfree.chart.plot.dial.StandardDialScale,0.3677685950413223,484.0,0.5822784810126582,1,1,0,0,0,0,0,0,1023,5490.950790029324,97,22,48,8,20,8,981,786,195,195,0.13031914893617022,2,0.1173469387755102,3,7,0.5,49,20,0,19,127,0.0,272,930.9669426948103,44,9,38,38,1,1,14,13,1,1,-0.4,4,0.3333333333333333,0,3,0.0,6,1,0,1,11,0.0,0,0,0,1,1,1,0,1,0.9009808866041048,0.7756822903951011
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/StandardDialFrameTest.java,org.jfree.chart.plot.dial.StandardDialFrameTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/StandardDialFrame.java,org.jfree.chart.plot.dial.StandardDialFrame,0.3945578231292517,147.0,0.6753246753246753,1,1,0,0,0,0,0,0,362,2229.411886874308,51,18,34,4,5,4,67,0,69,69,0.44166666666666665,2,0.3647058823529412,3,3,0.7142857142857143,17,5,0,4,48,0.0,145,516.5845960064137,25,8,21,21,0,0,6,6,0,0,-1.0,0,0.0,0,2,0.0,4,0,0,0,7,0.0,0,0,0,0,0,1,0,1,0.9133081927019008,0.7804828882217407
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/AbstractDialLayerTest.java,org.jfree.chart.plot.dial.AbstractDialLayerTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/AbstractDialLayer.java,org.jfree.chart.plot.dial.AbstractDialLayer,0.5151515151515151,66.0,0.6176470588235294,1,1,0,0,0,0,0,0,220,1516.1957069857074,21,7,10,10,2,2,24,0,31,32,0.4888888888888889,5,0.5454545454545454,1,1,2.0,11,2,0,2,33,0.0,107,350.1250271387845,20,5,17,17,0,0,3,3,0,0,-2.0,0,0.0,0,3,0.0,3,0,0,0,5,0.0,0,0,0,0,0,0,0,0,0.9075567288832233,0.7532592217127482
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/ArcDialFrameTest.java,org.jfree.chart.plot.dial.ArcDialFrameTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/ArcDialFrame.java,org.jfree.chart.plot.dial.ArcDialFrame,0.3203125,256.0,0.6220472440944882,1,1,0,0,0,0,0,0,521,2885.6997041758154,67,20,42,5,8,4,197,94,103,105,0.29347826086956524,2,0.255,3,4,0.75,25,8,0,7,64,0.0,163,559.5787792905799,28,8,24,24,0,0,6,6,0,0,-1.0,0,0.0,0,2,0.0,4,0,0,0,7,0.0,0,0,0,0,0,1,0,0,0.8919337105751037,0.7909920066595078
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/DialValueIndicatorTest.java,org.jfree.chart.plot.dial.DialValueIndicatorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialValueIndicator.java,org.jfree.chart.plot.dial.DialValueIndicator,0.4142011834319527,338.0,0.6170212765957447,1,1,0,0,0,0,0,0,779,4082.325374654209,100,28,60,6,16,11,633,486,147,148,0.14709851551956815,2,0.1375,3,7,0.6,40,16,0,15,97,0.0,209,676.6365264299769,34,12,30,30,0,0,6,6,0,0,-1.0,0,0.0,0,2,0.0,4,0,0,0,7,0.0,0,0,0,1,0,1,0,1,0.917470032721758,0.6294149309396744
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/DialBackgroundTest.java,org.jfree.chart.plot.dial.DialBackgroundTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialBackground.java,org.jfree.chart.plot.dial.DialBackground,0.4594594594594595,74.0,0.7555555555555555,1,1,0,0,0,0,0,0,272,1739.6632040343109,29,16,16,8,3,3,41,4,37,37,0.3787878787878788,4,0.35897435897435903,2,2,1.5,13,3,0,2,38,0.0,158,506.50531479564836,27,9,23,23,0,0,6,6,0,0,-1.0,0,0.0,0,3,0.0,4,0,0,0,9,0.0,0,0,0,0,0,1,0,0,0.9301633101243241,0.796105369925499
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/DialPlotTest.java,org.jfree.chart.plot.dial.DialPlotTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialPlot.java,org.jfree.chart.plot.dial.DialPlot,0.24349881796690304,423.0,0.4449152542372881,1,1,0,0,0,0,0,0,835,4650.8989968766355,135,19,94,4,12,5,711,602,109,119,0.10128205128205127,3,0.13617886178861788,2,6,0.75,41,12,0,12,105,0.0,287,1188.8372749132132,56,11,46,46,1,1,30,15,15,15,0.16666666666666666,4,0.6,1,2,0.0,10,1,0,1,23,0.0,0,0,0,1,1,1,0,1,0.8840195056868763,0.7130432009696961
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/plot/dial/DialPointerTest.java,org.jfree.chart.plot.dial.DialPointerTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/plot/dial/DialPointer.java,org.jfree.chart.plot.dial.DialPointer,0.38461538461538464,52.0,0.5172413793103449,1,1,0,0,0,0,0,0,655,2916.1569731580516,13,19,3,3,2,2,30,15,15,15,0.16666666666666666,6,0.45,1,1,0.0,10,2,0,0,25,0.0,173,645.7965132801488,38,7,31,31,0,0,21,21,0,0,-0.4,0,0.0,0,5,0.0,7,0,0,0,13,0.0,0,0,0,0,0,1,0,0,0.9085339079884922,0.7856197272028241
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/panel/CrosshairOverlayTest.java,org.jfree.chart.panel.CrosshairOverlayTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/panel/CrosshairOverlay.java,org.jfree.chart.panel.CrosshairOverlay,0.05108055009823183,509.0,0.09765625,1,1,0,0,0,0,0,0,606,3129.092452340191,141,29,121,4,2,1,140,90,50,62,0.25146198830409355,12,0.4,3,6,0.6,20,2,0,2,61,0.0,103,350.02962442331483,15,9,12,12,0,0,3,3,0,0,-2.0,0,0.0,0,1,0.0,3,0,0,0,6,0.0,0,0,0,0,0,1,0,1,0.6291953235864639,0.7321695288022361
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/util/HMSNumberFormatTest.java,org.jfree.chart.util.HMSNumberFormatTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/util/HMSNumberFormat.java,org.jfree.chart.util.HMSNumberFormat,0.8181818181818182,33.0,0.8571428571428571,0,1,0,0,0,0,0,0,120,648.3151906227395,7,4,3,0,1,1,6,6,0,1,-0.6666666666666666,3,0.25,0,0,0.3333333333333333,4,1,0,1,11,0.0,61,109.53664415198809,3,2,2,2,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0.866766557097435,0.5066958665847778
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/util/LogFormatTest.java,org.jfree.chart.util.LogFormatTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/util/LogFormat.java,org.jfree.chart.util.LogFormat,0.4150943396226415,106.0,0.6078431372549019,1,1,0,0,0,0,0,0,263,1476.3606409010092,24,4,13,1,6,4,31,7,24,26,0.3555555555555556,1,0.3787878787878788,2,2,0.7777777777777778,11,6,0,6,27,0.0,122,420.83740429340884,19,6,15,15,0,0,6,6,0,0,-1.0,0,0.0,0,2,0.0,4,0,0,0,6,0.0,0,0,0,0,0,0,0,0,0.8956789536909624,0.8594294786453247
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/util/RelativeDateFormatTest.java,org.jfree.chart.util.RelativeDateFormatTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/util/RelativeDateFormat.java,org.jfree.chart.util.RelativeDateFormat,0.6366906474820144,278.0,0.8731343283582089,1,1,0,0,0,0,0,0,585,2910.171919388897,51,8,23,5,14,4,293,208,85,89,0.17663817663817666,1,0.16071428571428573,3,4,2.0,28,14,0,14,62,0.0,224,1025.6279811145869,55,10,47,47,1,1,27,26,1,1,-0.2857142857142857,6,0.25,0,4,0.0,8,1,0,1,15,0.0,0,0,0,0,0,0,0,0,0.9056221512811524,0.8505580648779869
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/util/LineUtilsTest.java,org.jfree.chart.util.LineUtilsTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/util/LineUtils.java,org.jfree.chart.util.LineUtils,0.5333333333333333,165.0,0.6610169491525424,1,0,0,0,0,0,0,0,172,1044.4136366623734,17,2,15,15,0,0,1,1,0,0,-2.0,0,0.0,0,2,0.0,2,0,0,0,8,0.0,122,450.5988154978399,12,5,10,2,0,0,1,1,0,1,0.0,0,0.0,0,0,0.2,2,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0.5006507039070129,0.2979018297046423
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/urls/StandardXYURLGeneratorTest.java,org.jfree.chart.urls.StandardXYURLGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/urls/StandardXYURLGenerator.java,org.jfree.chart.urls.StandardXYURLGenerator,0.18181818181818185,77.0,0.5862068965517241,1,0,0,0,0,0,0,0,172,1018.9339224872577,8,4,3,3,7,2,3,0,7,7,0.5,0,0.42857142857142855,1,1,0.0,5,7,3,4,11,0.0,78,213.80867022016838,5,5,3,3,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,3,0.33574947714805603,0,0,0,0,0,0,0,0,0.8580824375152588,0.8617102801799774
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/urls/TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/urls/TimeSeriesURLGenerator.java,org.jfree.chart.urls.TimeSeriesURLGenerator,0.7175572519083969,131.0,0.8113207547169812,1,0,0,0,0,0,0,0,227,1196.0481131785914,18,7,10,10,5,3,13,0,15,15,0.3809523809523809,1,0.4,1,1,1.0,8,5,0,5,22,0.0,140,447.5769103681472,14,8,10,10,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,6,0.0,0,0,0,0,0,0,0,0,0.8607373684644699,0.8512926697731018
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/urls/CustomCategoryURLGeneratorTest.java,org.jfree.chart.urls.CustomCategoryURLGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/urls/CustomCategoryURLGenerator.java,org.jfree.chart.urls.CustomCategoryURLGenerator,0.6635514018691588,107.0,0.851063829787234,1,1,0,0,0,0,0,0,200,1189.4401125532954,20,5,12,2,1,1,18,8,10,14,0.3333333333333333,3,0.625,1,1,1.0,8,1,0,1,23,0.0,165,549.8242836554099,29,7,24,24,0,0,10,10,0,0,-0.6666666666666666,0,0.0,0,3,0.0,5,0,0,0,9,0.0,0,0,0,0,0,0,0,0,0.8854039311408997,0.6291993975639343
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/urls/CustomPieURLGeneratorTest.java,org.jfree.chart.urls.CustomPieURLGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/urls/CustomPieURLGenerator.java,org.jfree.chart.urls.CustomPieURLGenerator,0.6476190476190476,105.0,0.8863636363636364,1,1,0,0,0,0,0,0,226,1563.8355120480899,31,9,23,3,2,2,7,0,21,22,0.7142857142857143,5,0.4375,2,2,1.0,8,2,0,2,25,0.0,122,386.4116574470473,21,8,17,17,0,0,6,6,0,0,-1.0,0,0.0,0,2,0.0,4,0,0,0,7,0.0,0,0,0,0,0,0,0,0,0.8892525210976601,0.8066685795783997
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/urls/StandardCategoryURLGeneratorTest.java,org.jfree.chart.urls.StandardCategoryURLGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/urls/StandardCategoryURLGenerator.java,org.jfree.chart.urls.StandardCategoryURLGenerator,0.5905511811023622,127.0,0.7755102040816326,1,0,0,0,0,0,0,0,218,1215.3426010937128,16,6,9,9,4,2,11,1,10,10,0.26666666666666666,1,0.4642857142857143,1,1,0.0,7,4,0,4,18,0.0,127,410.1045105851349,13,7,9,9,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,7,0.0,0,0,0,0,0,0,0,0,0.8751986622810364,0.7283603250980377
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/urls/StandardPieURLGeneratorTest.java,org.jfree.chart.urls.StandardPieURLGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/urls/StandardPieURLGenerator.java,org.jfree.chart.urls.StandardPieURLGenerator,0.6736842105263158,95.0,0.85,1,0,0,0,0,0,0,0,180,898.313225188024,12,6,6,6,4,2,5,0,10,10,0.5,1,0.5,1,1,1.0,6,4,0,4,13,0.0,136,464.9758621330152,13,7,9,9,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,6,0.0,0,0,0,0,0,0,0,0,0.8640099863211314,0.8662270903587341
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/urls/CustomXYURLGeneratorTest.java,org.jfree.chart.urls.CustomXYURLGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/urls/CustomXYURLGenerator.java,org.jfree.chart.urls.CustomXYURLGenerator,0.6635514018691588,107.0,0.8478260869565217,1,1,0,0,0,0,0,0,211,1233.5523305955874,20,5,12,2,2,2,18,8,10,14,0.3333333333333333,6,0.3125,1,1,1.0,8,2,0,2,23,0.0,167,549.8242836554099,29,7,24,24,0,0,10,10,0,0,-0.6666666666666666,0,0.0,0,3,0.0,5,0,0,0,9,0.0,0,0,0,0,0,0,0,0,0.8958000391721725,0.6412286341190339
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/title/DateTitleTest.java,org.jfree.chart.title.DateTitleTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/title/DateTitle.java,org.jfree.chart.title.DateTitle,0.4166666666666667,12.0,0.8,1,0,0,0,0,0,0,0,175,931.5336785917174,11,11,6,6,1,1,10,10,0,0,-0.6666666666666666,5,0.0,0,0,0.0,5,1,0,1,11,0.0,125,466.1223911311985,22,7,18,18,0,0,6,6,0,0,-1.0,0,0.0,0,2,0.0,4,0,0,0,8,0.0,0,0,0,0,0,1,0,0,0.8980890274047851,0.8296740800142288
