project,tested_class,test_class_path,readability
commons-lang,org.apache.commons.lang3.mutable.MutableShort,commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableShort.java,0.9762022053041766
commons-lang,org.apache.commons.lang3.mutable.MutableInt,commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableInt.java,0.9759672025839488
commons-lang,org.apache.commons.lang3.mutable.MutableDouble,commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableDouble.java,0.9732655063271523
commons-lang,org.apache.commons.lang3.mutable.MutableByte,commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableByte.java,0.9765860880574873
commons-lang,org.apache.commons.lang3.mutable.MutableLong,commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableLong.java,0.9751622160275777
commons-lang,org.apache.commons.lang3.exception.CloneFailedException,commons-lang/src/main/java/org/apache/commons/lang3/exception/CloneFailedException.java,0.9471943378448486
commons-lang,org.apache.commons.lang3.exception.DefaultExceptionContext,commons-lang/src/main/java/org/apache/commons/lang3/exception/DefaultExceptionContext.java,0.7192579848425729
commons-lang,org.apache.commons.lang3.exception.ContextedException,commons-lang/src/main/java/org/apache/commons/lang3/exception/ContextedException.java,0.8815672610487256
commons-lang,org.apache.commons.lang3.exception.ContextedRuntimeException,commons-lang/src/main/java/org/apache/commons/lang3/exception/ContextedRuntimeException.java,0.8768862443310874
commons-lang,org.apache.commons.lang3.math.IEEE754rUtils,commons-lang/src/main/java/org/apache/commons/lang3/math/IEEE754rUtils.java,0.9801925371090571
commons-lang,org.apache.commons.lang3.exception.ExceptionUtils,commons-lang/src/main/java/org/apache/commons/lang3/exception/ExceptionUtils.java,0.806002996091185
commons-lang,org.apache.commons.lang3.math.Fraction,commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java,0.7863461914307931
commons-lang,org.apache.commons.lang3.text.WordUtils,commons-lang/src/main/java/org/apache/commons/lang3/text/WordUtils.java,0.8527334690093994
commons-lang,org.apache.commons.lang3.text.ExtendedMessageFormat,commons-lang/src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java,0.7962185243765513
commons-lang,org.apache.commons.lang3.math.NumberUtils,commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java,0.9242572504930043
commons-lang,org.apache.commons.lang3.text.StrSubstitutor,commons-lang/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java,0.8385589510202408
commons-lang,org.apache.commons.lang3.text.StrMatcher,commons-lang/src/main/java/org/apache/commons/lang3/text/StrMatcher.java,0.9458170312422293
commons-lang,org.apache.commons.lang3.text.StrLookup,commons-lang/src/main/java/org/apache/commons/lang3/text/StrLookup.java,0.9124708026647568
commons-lang,org.apache.commons.lang3.text.StrTokenizer,commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java,0.9168906658887863
commons-lang,org.apache.commons.lang3.text.FormattableUtils,commons-lang/src/main/java/org/apache/commons/lang3/text/FormattableUtils.java,0.8030408422152201
commons-lang,org.apache.commons.lang3.text.CompositeFormat,commons-lang/src/main/java/org/apache/commons/lang3/text/CompositeFormat.java,0.9511659642060598
commons-lang,org.apache.commons.lang3.text.translate.LookupTranslator,commons-lang/src/main/java/org/apache/commons/lang3/text/translate/LookupTranslator.java,0.7072968184947968
commons-lang,org.apache.commons.lang3.text.StrBuilder,commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java,0.8643381941247974
commons-lang,org.apache.commons.lang3.text.translate.UnicodeUnpairedSurrogateRemover,commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeUnpairedSurrogateRemover.java,0.8664870858192444
commons-lang,org.apache.commons.lang3.text.translate.UnicodeUnescaper,commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeUnescaper.java,0.2682483494281769
commons-lang,org.apache.commons.lang3.text.translate.NumericEntityEscaper,commons-lang/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityEscaper.java,0.9277729647500175
commons-lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java,0.9046779870986938
commons-lang,org.apache.commons.lang3.text.translate.EntityArrays,commons-lang/src/main/java/org/apache/commons/lang3/text/translate/EntityArrays.java,0.9494354291395708
commons-lang,org.apache.commons.lang3.text.translate.OctalUnescaper,commons-lang/src/main/java/org/apache/commons/lang3/text/translate/OctalUnescaper.java,0.7567940354347229
commons-lang,org.apache.commons.lang3.concurrent.CallableBackgroundInitializer,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/CallableBackgroundInitializer.java,0.9163560271263123
commons-lang,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,commons-lang/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java,0.7638885279496511
commons-lang,org.apache.commons.lang3.concurrent.AtomicInitializer,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/AtomicInitializer.java,0.9561924040317535
commons-lang,org.apache.commons.lang3.concurrent.LazyInitializer,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/LazyInitializer.java,0.9315941333770752
commons-lang,org.apache.commons.lang3.concurrent.TimedSemaphore,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/TimedSemaphore.java,0.9426265954971313
commons-lang,org.apache.commons.lang3.concurrent.ThresholdCircuitBreaker,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/ThresholdCircuitBreaker.java,0.9291362166404724
commons-lang,org.apache.commons.lang3.concurrent.BackgroundInitializer,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/BackgroundInitializer.java,0.9479584495226542
commons-lang,org.apache.commons.lang3.concurrent.BasicThreadFactory,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/BasicThreadFactory.java,0.9262994937598705
commons-lang,org.apache.commons.lang3.concurrent.ConstantInitializer,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/ConstantInitializer.java,0.9249058763186137
commons-lang,org.apache.commons.lang3.concurrent.CircuitBreakingException,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/CircuitBreakingException.java,0.9506664723157883
commons-lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializer.java,0.8652575612068176
commons-lang,org.apache.commons.lang3.concurrent.AtomicSafeInitializer,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/AtomicSafeInitializer.java,0.9504473209381104
commons-lang,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreaker.java,0.9033991992473602
commons-lang,org.apache.commons.lang3.concurrent.Memoizer,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/Memoizer.java,0.8868262052536011
commons-lang,org.apache.commons.lang3.tuple.MutablePair,commons-lang/src/main/java/org/apache/commons/lang3/tuple/MutablePair.java,0.958858884871006
commons-lang,org.apache.commons.lang3.concurrent.ConcurrentUtils,commons-lang/src/main/java/org/apache/commons/lang3/concurrent/ConcurrentUtils.java,0.8880657616414522
commons-lang,org.apache.commons.lang3.tuple.Pair,commons-lang/src/main/java/org/apache/commons/lang3/tuple/Pair.java,0.9227794587612153
commons-lang,org.apache.commons.lang3.tuple.ImmutableTriple,commons-lang/src/main/java/org/apache/commons/lang3/tuple/ImmutableTriple.java,0.9090970158576965
commons-lang,org.apache.commons.lang3.tuple.MutableTriple,commons-lang/src/main/java/org/apache/commons/lang3/tuple/MutableTriple.java,0.9479794436030917
commons-lang,org.apache.commons.lang3.tuple.ImmutablePair,commons-lang/src/main/java/org/apache/commons/lang3/tuple/ImmutablePair.java,0.9342202444871267
commons-lang,org.apache.commons.lang3.tuple.Triple,commons-lang/src/main/java/org/apache/commons/lang3/tuple/Triple.java,0.8901769982443916
commons-lang,org.apache.commons.lang3.reflect.InheritanceUtils,commons-lang/src/main/java/org/apache/commons/lang3/reflect/InheritanceUtils.java,0.872879147529602
commons-lang,org.apache.commons.lang3.reflect.ConstructorUtils,commons-lang/src/main/java/org/apache/commons/lang3/reflect/ConstructorUtils.java,0.6474800142976973
commons-lang,org.apache.commons.lang3.reflect.TypeLiteral,commons-lang/src/main/java/org/apache/commons/lang3/reflect/TypeLiteral.java,0.8375174641609192
commons-lang,org.apache.commons.lang3.builder.DiffResult,commons-lang/src/main/java/org/apache/commons/lang3/builder/DiffResult.java,0.9116241080420358
commons-lang,org.apache.commons.lang3.reflect.FieldUtils,commons-lang/src/main/java/org/apache/commons/lang3/reflect/FieldUtils.java,0.7432761132717133
commons-lang,org.apache.commons.lang3.reflect.MethodUtils,commons-lang/src/main/java/org/apache/commons/lang3/reflect/MethodUtils.java,0.6421366617083549
commons-lang,org.apache.commons.lang3.builder.ReflectionDiffBuilder,commons-lang/src/main/java/org/apache/commons/lang3/builder/ReflectionDiffBuilder.java,0.7158739492297173
commons-lang,org.apache.commons.lang3.reflect.TypeUtils,commons-lang/src/main/java/org/apache/commons/lang3/reflect/TypeUtils.java,0.7479445602744818
commons-lang,org.apache.commons.lang3.builder.Diff,commons-lang/src/main/java/org/apache/commons/lang3/builder/Diff.java,0.9406008958816529
commons-lang,org.apache.commons.lang3.builder.StandardToStringStyle,commons-lang/src/main/java/org/apache/commons/lang3/builder/StandardToStringStyle.java,0.9046398168656884
commons-lang,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyle,commons-lang/src/main/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyle.java,0.7079796705927167
commons-lang,org.apache.commons.lang3.builder.RecursiveToStringStyle,commons-lang/src/main/java/org/apache/commons/lang3/builder/RecursiveToStringStyle.java,0.734785795211792
commons-lang,org.apache.commons.lang3.builder.CompareToBuilder,commons-lang/src/main/java/org/apache/commons/lang3/builder/CompareToBuilder.java,0.8388508731319059
commons-lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,commons-lang/src/main/java/org/apache/commons/lang3/builder/ReflectionToStringBuilder.java,0.8535387016111805
commons-lang,org.apache.commons.lang3.builder.ToStringStyle,commons-lang/src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java,0.8542165514868749
commons-lang,org.apache.commons.lang3.builder.ToStringBuilder,commons-lang/src/main/java/org/apache/commons/lang3/builder/ToStringBuilder.java,0.9327303502294753
commons-lang,org.apache.commons.lang3.builder.DiffBuilder,commons-lang/src/main/java/org/apache/commons/lang3/builder/DiffBuilder.java,0.9191989221815335
checkstyle,com.puppycrawl.tools.checkstyle.AuditEventDefaultFormatter,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/AuditEventDefaultFormatter.java,0.6137987673282623
checkstyle,com.puppycrawl.tools.checkstyle.Definitions,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/Definitions.java,0.9825514554977417
commons-lang,org.apache.commons.lang3.builder.EqualsBuilder,commons-lang/src/main/java/org/apache/commons/lang3/builder/EqualsBuilder.java,0.8665512658300853
commons-lang,org.apache.commons.lang3.builder.HashCodeBuilder,commons-lang/src/main/java/org/apache/commons/lang3/builder/HashCodeBuilder.java,0.85938361287117
checkstyle,com.puppycrawl.tools.checkstyle.ThreadModeSettings,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/ThreadModeSettings.java,0.9066033661365509
checkstyle,com.puppycrawl.tools.checkstyle.XmlLoader,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/XmlLoader.java,0.7731142081320286
checkstyle,com.puppycrawl.tools.checkstyle.DetailNodeTreeStringPrinter,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/DetailNodeTreeStringPrinter.java,0.7478288821876049
checkstyle,com.puppycrawl.tools.checkstyle.Checker,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/Checker.java,0.8265766596252268
checkstyle,com.puppycrawl.tools.checkstyle.JavadocDetailNodeParser,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/JavadocDetailNodeParser.java,0.7848165353139241
checkstyle,com.puppycrawl.tools.checkstyle.PropertiesExpander,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/PropertiesExpander.java,0.7983854115009308
checkstyle,com.puppycrawl.tools.checkstyle.PackageObjectFactory,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/PackageObjectFactory.java,0.8045489013195037
checkstyle,com.puppycrawl.tools.checkstyle.ConfigurationLoader,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/ConfigurationLoader.java,0.8131348093350729
checkstyle,com.puppycrawl.tools.checkstyle.AstTreeStringPrinter,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/AstTreeStringPrinter.java,0.8226828336715698
checkstyle,com.puppycrawl.tools.checkstyle.TreeWalker,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/TreeWalker.java,0.7430672943592072
checkstyle,com.puppycrawl.tools.checkstyle.PropertyCacheFile,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/PropertyCacheFile.java,0.7968833843866984
checkstyle,com.puppycrawl.tools.checkstyle.XMLLogger,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/XMLLogger.java,0.7616138562560082
checkstyle,com.puppycrawl.tools.checkstyle.DefaultConfiguration,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/DefaultConfiguration.java,0.8654517779747645
checkstyle,com.puppycrawl.tools.checkstyle.JavadocPropertiesGenerator,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/JavadocPropertiesGenerator.java,0.7301614859274456
checkstyle,com.puppycrawl.tools.checkstyle.JavaParser,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/JavaParser.java,0.7871343195438385
checkstyle,com.puppycrawl.tools.checkstyle.PackageNamesLoader,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/PackageNamesLoader.java,0.7996909519036611
checkstyle,com.puppycrawl.tools.checkstyle.DefaultLogger,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/DefaultLogger.java,0.818516709974834
checkstyle,com.puppycrawl.tools.checkstyle.checks.UpperEllCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/UpperEllCheck.java,0.865059956908226
checkstyle,com.puppycrawl.tools.checkstyle.checks.ArrayTypeStyleCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/ArrayTypeStyleCheck.java,0.847382915019989
checkstyle,com.puppycrawl.tools.checkstyle.Main,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/Main.java,0.7087856142057313
checkstyle,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/FinalParametersCheck.java,0.7915959060192108
checkstyle,com.puppycrawl.tools.checkstyle.checks.UniquePropertiesCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/UniquePropertiesCheck.java,0.7859301865100861
checkstyle,com.puppycrawl.tools.checkstyle.checks.AvoidEscapedUnicodeCharactersCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/AvoidEscapedUnicodeCharactersCheck.java,0.8317720969518025
checkstyle,com.puppycrawl.tools.checkstyle.checks.TrailingCommentCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/TrailingCommentCheck.java,0.7872307412326336
checkstyle,com.puppycrawl.tools.checkstyle.checks.NewlineAtEndOfFileCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/NewlineAtEndOfFileCheck.java,0.77482870221138
checkstyle,com.puppycrawl.tools.checkstyle.checks.TodoCommentCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/TodoCommentCheck.java,0.8697180847326914
checkstyle,com.puppycrawl.tools.checkstyle.checks.DescendantTokenCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/DescendantTokenCheck.java,0.8373589674631755
checkstyle,com.puppycrawl.tools.checkstyle.checks.OuterTypeFilenameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/OuterTypeFilenameCheck.java,0.7356967329978943
checkstyle,com.puppycrawl.tools.checkstyle.checks.UncommentedMainCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/UncommentedMainCheck.java,0.7981062661856413
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpMultilineCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/regexp/RegexpMultilineCheck.java,0.8731519750186375
checkstyle,com.puppycrawl.tools.checkstyle.checks.SuppressWarningsHolder,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/SuppressWarningsHolder.java,0.8559054583311081
checkstyle,com.puppycrawl.tools.checkstyle.checks.TranslationCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/TranslationCheck.java,0.7357275706750376
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpOnFilenameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/regexp/RegexpOnFilenameCheck.java,0.8275182247161865
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpSinglelineJavaCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/regexp/RegexpSinglelineJavaCheck.java,0.8716493040323258
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpSinglelineCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/regexp/RegexpSinglelineCheck.java,0.8736084444182259
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/regexp/RegexpCheck.java,0.8511445692607335
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks.EmptyCatchBlockCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/blocks/EmptyCatchBlockCheck.java,0.8104636321465174
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks.AvoidNestedBlocksCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/blocks/AvoidNestedBlocksCheck.java,0.8410011529922485
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks.EmptyBlockCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/blocks/EmptyBlockCheck.java,0.6453591412864625
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks.LeftCurlyCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/blocks/LeftCurlyCheck.java,0.6717599240633157
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks.NeedBracesCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/blocks/NeedBracesCheck.java,0.7037960059112973
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks.RightCurlyCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/blocks/RightCurlyCheck.java,0.7469886896701959
checkstyle,com.puppycrawl.tools.checkstyle.checks.modifier.ModifierOrderCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/modifier/ModifierOrderCheck.java,0.6902107340948922
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.MemberNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/MemberNameCheck.java,0.8416704773902893
checkstyle,com.puppycrawl.tools.checkstyle.checks.modifier.RedundantModifierCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/modifier/RedundantModifierCheck.java,0.721220749616623
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.ParameterNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/ParameterNameCheck.java,0.8008320808410645
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.MethodTypeParameterNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/MethodTypeParameterNameCheck.java,0.8983347654342652
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.LocalFinalVariableNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/LocalFinalVariableNameCheck.java,0.8330403923988342
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.PackageNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/PackageNameCheck.java,0.8273151755332947
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.AbstractClassNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/AbstractClassNameCheck.java,0.8924513041973114
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.InterfaceTypeParameterNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/InterfaceTypeParameterNameCheck.java,0.8943167686462402
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.StaticVariableNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/StaticVariableNameCheck.java,0.8425219655036926
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.CatchParameterNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/CatchParameterNameCheck.java,0.8839606165885925
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.TypeNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/TypeNameCheck.java,0.9059848040342331
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.AbbreviationAsWordInNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/AbbreviationAsWordInNameCheck.java,0.7551040788491566
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.ClassTypeParameterNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/ClassTypeParameterNameCheck.java,0.9023826718330383
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.LocalVariableNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/LocalVariableNameCheck.java,0.8174611415181842
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming.MethodNameCheck,checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/naming/MethodNameCheck.java,0.9044427474339803
