project,className,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,csm_LOC,csm_LCOM5,csm_TCC,csm_Connectivity,csm_LCC,csm_ICH,csm_CBO,csm_MPC,csm_McCabe,csm_RFC,csm_WMC
guice,com.google.inject.throwingproviders.CheckedProvideUtils,false,false,false,false,false,false,false,false,108,2,0,-2.0,1,0.0,8,12,9,15,3
guice,com.google.inject.throwingproviders.ProviderChecker,false,false,false,false,false,false,false,true,120,0,0,-1.0,0,0.3333333333333333,10,20,9,23,3
guice,com.google.inject.throwingproviders.ThrowingProviderBinder,false,false,false,false,false,true,false,false,475,3,0,-0.4,0,1.0,27,3,12,9,6
guice,com.google.inject.throwingproviders.CheckedProviderMethod,false,false,false,false,false,true,false,true,139,0,1,0.5,1,0.0,17,21,16,26,5
guice,com.google.inject.throwingproviders.CheckedProvider,false,false,false,false,false,false,false,false,40,0,0,1.0,0,0.0,0,0,2,1,1
guice,com.google.inject.throwingproviders.CheckedProviderWithDependencies,false,false,false,false,false,false,false,false,28,0,0,1.0,0,0.0,2,0,0,0,0
guice,com.google.inject.throwingproviders.CheckedProviders,false,false,false,false,false,false,false,false,238,0,0,0.08333333333333333,1,0.47368421052631576,10,32,30,42,10
guice,com.google.inject.throwingproviders.ThrowingProvider,false,false,false,false,false,false,false,false,42,0,0,1.0,0,0.0,0,0,2,1,1
guice,com.google.inject.throwingproviders.CheckedProviderMethodsModule,false,false,false,false,false,true,false,true,166,3,1,0.23809523809523808,1,0.6,19,37,24,45,8
guice,com.google.inject.throwingproviders.CheckedProviderTest,false,true,false,true,true,true,false,true,1702,20,1,0.053178551686014375,2,1.9230769230769231,42,660,322,796,136
guice,com.google.inject.throwingproviders.CheckedProviderMethodsModuleTest,false,false,false,false,false,true,false,false,189,1,0,-0.4,8,0.0,16,27,12,33,6
guice,com.google.inject.throwingproviders.ThrowingProviderTest,false,true,false,true,true,true,false,true,1012,22,1,0.04671052631578947,1,1.5909090909090908,31,391,247,488,97
guice,com.google.inject.throwingproviders.CheckedProvidersTest,false,false,false,false,false,false,false,false,161,0,0,-0.2222222222222222,9,0.0,5,53,36,64,11
guice,com.google.inject.throwingproviders.TestScope,false,false,false,false,false,false,false,false,61,0,1,1.0,1,0.0,8,4,7,7,3
guice,com.google.inject.jndi.JndiIntegration,false,false,false,false,false,false,false,false,64,0,0,-2.0,0,0.0,4,0,3,2,2
guice,com.google.inject.struts2.example.ExampleListener,false,false,false,false,false,false,false,false,49,0,0,-2.0,0,0.0,7,11,3,13,2
guice,com.google.inject.struts2.example.ServiceImpl,false,false,false,false,false,false,false,false,8,0,0,1.0,0,0.0,0,0,2,1,1
guice,com.google.inject.struts2.example.Counter,false,false,false,false,false,false,false,false,31,0,0,1.0,0,0.0,1,0,2,1,1
guice,com.google.inject.struts2.example.Main,false,false,false,false,false,false,false,false,40,0,0,1.0,0,0.0,4,5,2,6,1
guice,com.google.inject.struts2.example.Count,false,false,false,false,false,false,false,false,54,2,0,-0.2,0,0.0,2,2,10,8,6
guice,com.google.inject.struts2.example.Service,false,false,false,false,false,false,false,false,6,0,0,1.0,0,0.0,0,0,1,1,1
guice,com.google.inject.struts2.GuiceObjectFactory,false,false,false,false,false,true,false,false,250,1,0,0.027777777777777776,0,3.0,20,31,35,41,10
guice,com.google.inject.struts2.Struts2Factory,false,false,false,false,false,true,false,false,249,1,0,0.03571428571428571,0,2.0,17,23,31,32,9
