project,className,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,csm_LOC,csm_LCOM5,csm_TCC,csm_Connectivity,csm_LCC,csm_ICH,csm_CBO,csm_MPC,csm_McCabe,csm_RFC,csm_WMC
RxJava,io.reactivex.PerfSubscriber,false,false,false,false,false,false,false,false,50,3,0,-0.3333333333333333,0,0.0,3,4,5,9,5
RxJava,io.reactivex.TakeUntilPerf,false,false,false,false,false,false,false,false,95,2,1,0.047619047619047616,2,0.0,5,15,24,23,8
RxJava,io.reactivex.MemoryPerf,false,false,false,false,false,false,false,true,517,0,0,-0.004091174751607247,12,0.5,5,112,177,172,60
RxJava,io.reactivex.OperatorMergePerf,false,false,false,false,false,false,false,false,176,0,0,-0.25,11,0.0,7,51,42,61,10
RxJava,io.reactivex.PerfBoundedSubscriber,false,false,false,false,false,false,false,false,56,3,0,-0.3333333333333333,0,0.0,3,4,5,9,5
RxJava,io.reactivex.FlattenJustPerf,false,false,false,false,false,false,false,false,69,2,0,-0.3333333333333333,0,0.0,5,6,11,11,5
RxJava,io.reactivex.PerfConsumer,false,false,false,false,false,false,false,false,61,3,0,0.0,0,0.0,3,5,7,12,7
RxJava,io.reactivex.ObservableFlatMapPerf,false,false,false,false,false,false,false,false,61,2,0,-1.0,0,0.0,5,4,5,7,3
RxJava,io.reactivex.ReducePerf,false,false,false,false,false,false,false,false,80,1,0,-0.1,1,0.0,5,7,8,13,6
RxJava,io.reactivex.PerfInteropConsumer,false,false,false,false,false,false,false,false,62,3,0,0.0,0,0.0,3,5,7,12,7
RxJava,io.reactivex.FlowableFlatMapCompletableAsyncPerf,false,false,false,false,false,false,false,false,73,0,0,0.0,0,1.0,7,14,7,18,4
RxJava,io.reactivex.FlattenCrossMapPerf,false,false,false,false,false,false,false,false,72,2,0,-0.3333333333333333,0,0.0,5,6,11,11,5
RxJava,io.reactivex.RangePerf,false,false,false,false,false,false,false,false,85,0,1,0.3333333333333333,1,0.0,6,11,13,15,4
RxJava,io.reactivex.JustAsyncPerf,false,false,false,false,false,false,false,false,183,1,0,0.0,14,0.0,5,35,16,51,16
RxJava,io.reactivex.LatchedSingleObserver,false,false,false,false,false,false,false,false,46,2,0,0.0,0,0.0,3,4,4,8,4
RxJava,io.reactivex.FlattenRangePerf,false,false,false,false,false,false,false,false,69,2,0,-0.3333333333333333,0,0.0,5,6,11,11,5
RxJava,io.reactivex.BinaryFlatMapPerf,false,false,false,false,false,false,false,true,275,1,0,-0.031746031746031744,4,0.0,7,28,55,57,29
RxJava,io.reactivex.ToFlowablePerf,false,false,false,false,false,false,false,false,111,1,0,-0.07142857142857142,1,0.0,5,20,22,29,9
RxJava,io.reactivex.InputWithIncrementingInteger,false,false,false,false,false,false,false,false,122,1,0,-0.3333333333333333,0,0.0,6,3,6,7,4
RxJava,io.reactivex.BlockingGetPerf,false,false,false,false,false,false,false,false,84,1,1,0.09523809523809523,1,0.0,2,9,15,17,8
RxJava,io.reactivex.CallableAsyncPerf,false,false,false,false,false,false,false,false,190,1,0,-0.008333333333333333,13,0.0,5,34,21,51,17
RxJava,io.reactivex.StrictPerf,false,false,false,false,false,false,false,false,119,0,1,1.0,1,0.0,5,4,3,7,3
RxJava,io.reactivex.FlatMapJustPerf,false,false,false,false,false,false,false,false,66,2,0,-0.3333333333333333,1,0.0,5,7,11,12,5
RxJava,io.reactivex.OperatorFlatMapPerf,false,false,false,false,false,false,false,false,92,0,0,-0.5,2,0.0,6,20,18,26,6
RxJava,io.reactivex.RxVsStreamPerf,false,false,false,false,false,false,false,false,116,1,1,0.022222222222222223,2,1.0,6,15,16,26,11
RxJava,io.reactivex.EachTypeFlatMapPerf,false,false,false,false,false,false,false,false,124,1,0,-0.0641025641025641,3,0.0,5,16,20,30,14
RxJava,io.reactivex.XMapYPerf,false,false,false,false,false,false,false,true,482,2,0,-0.01807909604519774,9,0.0,6,87,127,148,61
RxJava,io.reactivex.BlockingPerf,false,false,false,false,false,false,false,false,64,1,1,0.3333333333333333,1,0.0,3,6,9,11,5
RxJava,io.reactivex.PerfAsyncConsumer,false,false,false,false,false,false,false,false,86,4,0,-0.047619047619047616,1,1.0,4,10,15,18,8
RxJava,io.reactivex.PerfObserver,false,false,false,false,false,false,false,false,50,3,0,0.0,0,0.0,3,4,5,9,5
RxJava,io.reactivex.FlowableFlatMapCompletableSyncPerf,false,false,false,false,false,false,false,false,63,0,0,0.0,1,1.0,5,9,5,12,3
RxJava,io.reactivex.PublishProcessorPerf,false,false,false,false,false,false,false,false,106,3,1,0.25,4,0.0,5,11,16,21,10
RxJava,io.reactivex.ObservableSource,false,false,false,false,false,false,false,false,32,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.Flowable,false,true,false,true,true,true,false,false,18189,500,1,0.002004008016032064,98,0.4736297828335057,21,1145,1903,1646,501
RxJava,io.reactivex.SingleEmitter,false,false,false,false,false,false,false,false,101,0,0,-0.5,0,0.0,3,0,11,6,6
RxJava,io.reactivex.FlowableTransformer,false,false,false,false,false,false,false,false,34,0,0,1.0,0,0.0,2,0,4,1,1
RxJava,io.reactivex.CompletableSource,false,false,false,false,false,false,false,false,31,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.MaybeObserver,false,false,false,false,false,false,false,false,92,0,0,-1.0,0,0.0,2,0,6,4,4
RxJava,io.reactivex.MaybeOperator,false,false,false,false,false,false,false,false,32,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.SingleConverter,false,false,false,false,false,false,false,false,35,0,0,1.0,0,0.0,1,0,2,1,1
RxJava,io.reactivex.SingleObserver,false,false,false,false,false,false,false,false,85,0,0,-2.0,0,0.0,2,0,5,3,3
RxJava,io.reactivex.Single,false,true,false,true,true,true,false,false,3931,0,0,-0.0027233115468409588,41,0.5580110497237569,20,302,428,439,137
RxJava,io.reactivex.FlowableEmitter,false,false,false,false,false,false,false,false,104,0,0,-0.5,0,0.0,3,0,13,6,6
RxJava,io.reactivex.CompletableConverter,false,false,false,false,false,false,false,false,34,0,0,1.0,0,0.0,1,0,2,1,1
RxJava,io.reactivex.CompletableObserver,false,false,false,false,false,false,false,false,68,0,0,-2.0,0,0.0,2,0,6,3,3
RxJava,io.reactivex.ObservableTransformer,false,false,false,false,false,false,false,false,33,0,0,1.0,0,0.0,1,0,4,1,1
RxJava,io.reactivex.MaybeTransformer,false,false,false,false,false,false,false,false,33,0,0,1.0,0,0.0,1,0,4,1,1
RxJava,io.reactivex.SingleOnSubscribe,false,false,false,false,false,false,false,false,32,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.MaybeEmitter,false,false,false,false,false,false,false,false,107,0,0,-0.4,0,0.0,3,0,12,7,7
RxJava,io.reactivex.Observer,false,false,false,false,false,false,false,false,119,0,0,-1.0,0,0.0,2,0,6,4,4
RxJava,io.reactivex.MaybeConverter,false,false,false,false,false,false,false,false,35,0,0,1.0,0,0.0,1,0,2,1,1
RxJava,io.reactivex.CompletableEmitter,false,false,false,false,false,false,false,false,98,0,0,-0.5,0,0.0,3,0,11,6,6
RxJava,io.reactivex.CompletableTransformer,false,false,false,false,false,false,false,false,30,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.Scheduler,false,false,false,false,false,false,false,false,604,8,0,-0.17857142857142858,0,1.0,10,9,25,18,9
RxJava,io.reactivex.Observable,false,true,false,true,true,true,false,false,15311,0,1,0.0019243799972896056,103,0.4888143176733781,18,1118,1729,1590,472
RxJava,io.reactivex.ObservableOnSubscribe,false,false,false,false,false,false,false,false,32,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.Emitter,false,false,false,false,false,false,false,false,41,0,0,-2.0,0,0.0,1,0,3,3,3
RxJava,io.reactivex.FlowableOperator,false,false,false,false,false,false,false,false,34,0,0,1.0,0,0.0,2,0,3,1,1
RxJava,io.reactivex.FlowableSubscriber,false,false,false,false,false,false,false,false,40,0,0,1.0,0,0.0,2,0,2,1,1
RxJava,io.reactivex.ObservableConverter,false,false,false,false,false,false,false,false,35,0,0,1.0,0,0.0,1,0,2,1,1
RxJava,io.reactivex.Completable,false,true,false,true,true,true,false,false,2701,0,0,-0.0016172506738544475,29,0.6131386861313869,17,225,425,332,107
RxJava,io.reactivex.SingleTransformer,false,false,false,false,false,false,false,false,33,0,0,1.0,0,0.0,1,0,4,1,1
RxJava,io.reactivex.FlowableConverter,false,false,false,false,false,false,false,false,35,0,0,1.0,0,0.0,1,0,2,1,1
RxJava,io.reactivex.MaybeOnSubscribe,false,false,false,false,false,false,false,false,32,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.ObservableEmitter,false,false,false,false,false,false,false,false,96,0,0,-0.6666666666666666,0,0.0,3,0,11,5,5
RxJava,io.reactivex.CompletableOnSubscribe,false,false,false,false,false,false,false,false,30,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.SingleOperator,false,false,false,false,false,false,false,false,33,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.CompletableOperator,false,false,false,false,false,false,false,false,30,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.ObservableOperator,false,false,false,false,false,false,false,false,33,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.Notification,false,false,false,false,false,false,false,false,161,7,3,0.6181818181818182,3,4.0,3,12,38,24,12
RxJava,io.reactivex.MaybeSource,false,false,false,false,false,false,false,false,35,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.FlowableOnSubscribe,false,false,false,false,false,false,false,false,32,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.Maybe,false,true,false,true,true,true,false,false,4617,0,0,-0.004440720569752828,59,0.6692913385826772,17,347,522,503,156
RxJava,io.reactivex.SingleSource,false,false,false,false,false,false,false,false,35,0,0,1.0,0,0.0,1,0,3,1,1
RxJava,io.reactivex.TransformerTest,false,false,false,false,false,false,false,false,167,0,0,-0.08095238095238096,5,0.0,4,45,58,67,22
RxJava,io.reactivex.XFlatMapTest,false,false,false,false,false,true,false,true,621,13,5,0.25675675675675674,31,3.111111111111111,11,334,134,372,38
RxJava,io.reactivex.BackpressureEnumTest,false,false,false,false,false,false,false,false,47,0,0,-2.0,4,0.0,3,12,3,15,3
RxJava,io.reactivex.NotificationTest,false,false,false,false,false,false,false,false,66,0,0,-0.6666666666666666,3,0.0,3,27,10,32,5
RxJava,io.reactivex.Retry,false,false,false,false,false,false,false,false,78,1,0,-1.0,0,0.5,3,1,5,4,3
RxJava,io.reactivex.ConverterTest,false,false,false,false,false,false,false,false,268,0,0,-0.06666666666666667,6,0.0,4,48,51,74,26
RxJava,io.reactivex.Notification,false,false,false,true,true,false,false,false,2782,0,0,-0.06048387096774194,0,0.0,3,0,34,33,33
RxJava,io.reactivex.Completable,false,true,false,true,true,true,false,false,41257,0,0,-0.006172839506172839,0,0.0,17,0,333,326,326
RxJava,io.reactivex.Maybe,false,true,false,true,true,true,false,false,70435,0,0,-0.0028475380660470634,0,0.0,17,0,393,391,391
RxJava,io.reactivex.Single,false,true,false,true,true,true,false,false,59783,0,0,-0.004045962129794465,0,0.0,20,0,337,335,335
RxJava,io.reactivex.Scheduler,false,false,false,true,true,false,false,false,8826,0,0,-0.11764705882352941,0,0.0,10,0,20,19,19
RxJava,io.reactivex.Observable,false,true,false,true,true,true,false,false,231666,0,2,0.0026220252913865074,2,0.0,18,0,1215,1199,1199
RxJava,io.reactivex.xmapz.FlowableFlatMapCompletablePerf,false,false,false,false,false,false,false,false,88,2,0,-0.2,1,0.0,7,14,18,21,7
RxJava,io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf,false,false,false,false,false,false,false,false,88,2,0,-0.2,1,0.0,7,13,18,20,7
