project,className,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,csm_LOC,csm_LCOM5,csm_TCC,csm_Connectivity,csm_LCC,csm_ICH,csm_CBO,csm_MPC,csm_McCabe,csm_RFC,csm_WMC
fastjson,com.alibaba.fastjson.util.ASMUtils,false,false,false,false,false,true,false,true,185,8,0,-0.09523809523809523,1,1.0,11,38,33,46,8
fastjson,com.alibaba.fastjson.util.UTF8Decoder,false,false,false,false,false,false,false,false,197,10,0,0.0,0,0.37037037037037035,6,23,38,34,11
fastjson,com.alibaba.fastjson.util.ThreadLocalCache,false,false,false,false,false,false,false,false,118,0,0,0.047619047619047616,1,0.5,2,12,18,20,8
fastjson,com.alibaba.fastjson.util.ServiceLoader,false,false,false,false,false,false,false,true,86,1,0,0.0,0,0.5,9,19,11,21,2
fastjson,com.alibaba.fastjson.util.RyuDouble,false,false,false,false,false,false,true,false,580,1,0,0.0,0,0.3333333333333333,1,4,11,6,2
fastjson,com.alibaba.fastjson.util.RyuFloat,false,false,false,false,false,false,true,false,425,1,0,0.0,0,0.3333333333333333,1,3,10,5,2
fastjson,com.alibaba.fastjson.util.FieldInfo,true,false,false,false,false,true,true,true,513,0,3,0.3619047619047619,3,0.7727272727272727,14,73,63,89,16
fastjson,com.alibaba.fastjson.util.AntiCollisionHashMap,false,false,false,true,true,false,false,false,966,2,5,0.3442389758179232,5,0.8703703703703703,3,84,144,123,39
fastjson,com.alibaba.fastjson.util.JavaBeanInfo,true,false,false,true,true,true,true,true,1027,0,2,0.41818181818181815,2,0.34285714285714286,20,124,60,136,12
fastjson,com.alibaba.fastjson.util.ParameterizedTypeImpl,false,false,false,false,false,false,false,false,53,1,2,0.7,2,2.0,3,3,12,9,6
fastjson,com.alibaba.fastjson.util.ASMClassLoader,false,false,false,false,false,true,false,false,198,6,0,-0.26666666666666666,0,1.0,53,11,20,18,7
fastjson,com.alibaba.fastjson.util.TypeUtils,false,true,false,true,true,true,true,true,2582,2,1,0.004561403508771929,13,0.5491329479768786,54,462,337,539,77
fastjson,com.alibaba.fastjson.util.Base64,false,false,false,false,false,false,false,false,210,2,1,1.0,1,0.0,1,3,20,6,3
