className,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,csm_LOC,csm_LCOM5,csm_TCC,csm_Connectivity,csm_LCC,csm_ICH,csm_CBO,csm_MPC,csm_McCabe,csm_RFC,csm_WMC
org.apache.commons.collections4.MultiValuedMap,false,false,false,false,false,false,false,false,321,0,0,-0.11764705882352941,0,0.0,4,0,75,19,19
org.apache.commons.collections4.Put,false,false,false,false,false,false,false,false,64,0,0,-2.0,0,0.0,1,0,6,3,3
org.apache.commons.collections4.TransformerUtils,false,false,false,false,false,true,false,false,485,0,0,-0.05928853754940711,0,0.8,17,29,105,53,24
org.apache.commons.collections4.Trie,false,false,false,false,false,false,false,false,48,0,0,1.0,0,0.0,1,0,3,1,1
org.apache.commons.collections4.ClosureUtils,false,false,false,false,false,true,false,false,375,0,0,-0.06666666666666667,0,0.75,12,24,65,41,17
org.apache.commons.collections4.EnumerationUtils,false,false,false,false,false,false,false,false,95,0,0,-0.6666666666666666,0,1.0,5,8,14,12,4
org.apache.commons.collections4.IterableGet,false,false,false,false,false,false,false,false,48,0,0,1.0,0,0.0,0,0,3,1,1
org.apache.commons.collections4.Predicate,false,false,false,false,false,false,false,false,48,0,0,1.0,0,0.0,0,0,5,1,1
org.apache.commons.collections4.BidiMap,false,false,false,false,false,false,false,false,145,0,0,-0.6666666666666666,0,0.0,1,0,20,5,5
org.apache.commons.collections4.MultiMapUtils,false,false,false,false,false,false,false,false,253,10,0,-0.18181818181818182,0,1.0,10,7,34,19,12
org.apache.commons.collections4.ListValuedMap,false,false,false,false,false,false,false,false,68,0,0,-2.0,0,0.0,1,0,11,2,2
org.apache.commons.collections4.CollectionUtils,false,true,false,true,true,true,false,false,1915,70,0,-0.0037267080745341614,4,0.5196078431372549,22,155,315,226,71
org.apache.commons.collections4.Factory,false,false,false,false,false,false,false,false,43,0,0,1.0,0,0.0,0,0,4,1,1
org.apache.commons.collections4.SetUtils,false,false,false,true,false,true,false,false,644,36,1,0.014285714285714285,2,1.24,20,54,131,91,37
org.apache.commons.collections4.SplitMapUtils,false,false,false,false,false,false,false,false,271,0,0,-2.0,0,0.0,8,1,9,4,3
org.apache.commons.collections4.BoundedCollection,false,false,false,false,false,false,false,false,50,0,0,-2.0,0,0.0,1,0,5,2,2
org.apache.commons.collections4.IterableSortedMap,false,false,false,false,false,false,false,false,30,0,0,1.0,0,0.0,1,0,0,0,0
org.apache.commons.collections4.KeyValue,false,false,false,false,false,false,false,false,46,0,0,-2.0,0,0.0,0,0,4,2,2
org.apache.commons.collections4.OrderedIterator,false,false,false,false,false,false,false,false,46,0,0,-2.0,0,0.0,1,0,7,2,2
org.apache.commons.collections4.ListUtils,false,false,false,true,false,true,false,false,699,0,0,-0.07509881422924901,1,0.5714285714285714,17,48,108,72,24
org.apache.commons.collections4.PredicateUtils,false,false,false,false,false,true,false,false,539,0,0,-0.046798029556650245,0,1.125,23,31,112,61,30
org.apache.commons.collections4.FunctorException,false,false,false,false,false,false,false,false,71,4,0,-1.0,0,0.0,0,0,10,4,4
org.apache.commons.collections4.BoundedMap,false,false,false,false,false,false,false,false,46,0,0,-2.0,0,0.0,0,0,5,2,2
org.apache.commons.collections4.OrderedMapIterator,false,false,false,false,false,false,false,false,47,0,0,-2.0,0,0.0,0,0,7,2,2
org.apache.commons.collections4.MapIterator,false,false,false,false,false,false,false,false,111,0,0,-0.5,0,0.0,1,0,23,6,6
org.apache.commons.collections4.OrderedMap,false,false,false,false,false,false,false,false,73,0,0,-0.6666666666666666,0,0.0,0,0,18,5,5
org.apache.commons.collections4.Bag,false,false,false,false,false,false,false,false,227,0,0,-0.2222222222222222,0,0.0,3,0,34,11,11
org.apache.commons.collections4.ArrayStack,false,false,false,false,false,false,false,false,164,8,0,-0.3333333333333333,1,0.0,2,11,28,19,8
org.apache.commons.collections4.FluentIterable,false,false,false,false,false,false,false,false,503,7,10,0.6704545454545454,10,1.4285714285714286,7,50,102,84,34
org.apache.commons.collections4.QueueUtilsTest,false,false,false,false,false,true,false,false,120,4,0,-0.6666666666666666,4,0.0,11,18,17,23,5
org.apache.commons.collections4.AbstractArrayListTest,false,false,false,false,false,false,false,false,62,0,0,-0.3333333333333333,1,0.0,2,11,6,15,4
org.apache.commons.collections4.FactoryUtilsTest,false,false,false,false,false,true,false,false,275,0,0,-0.14285714285714285,8,0.0,13,61,26,77,16
org.apache.commons.collections4.AbstractTreeMapTest,false,false,false,false,false,false,false,false,61,0,0,-0.3333333333333333,0,0.0,2,9,6,14,5
org.apache.commons.collections4.AbstractObjectTest,false,false,false,false,false,true,false,false,336,25,1,0.014492753623188406,4,2.5454545454545454,11,66,69,91,25
org.apache.commons.collections4.TrieUtilsTest,false,false,false,false,false,false,false,false,48,0,0,1.0,0,0.0,4,4,4,5,1
org.apache.commons.collections4.TestUtils,false,false,false,false,false,false,false,false,83,0,0,-2.0,0,1.0,7,6,9,9,3
org.apache.commons.collections4.MockTestCase,false,false,false,false,false,false,false,false,65,2,0,0.0,0,1.6666666666666667,5,11,13,16,5
org.apache.commons.collections4.ArrayStackTest,false,false,false,false,false,false,false,false,122,0,0,-0.2,2,0.0,2,21,12,28,7
org.apache.commons.collections4.IterableUtilsTest,false,false,false,false,false,true,false,true,630,8,1,0.0035650623885918,9,0.0,19,105,86,140,35
org.apache.commons.collections4.FluentIterableTest,false,false,false,false,false,true,false,false,552,4,6,0.3586206896551724,20,41.0,18,176,56,207,31
org.apache.commons.collections4.EnumerationUtilsTest,false,false,false,false,false,false,false,true,110,2,0,-2.0,2,0.0,10,23,6,26,3
org.apache.commons.collections4.BulkTest,false,false,false,false,false,false,false,false,506,2,0,-0.5,0,0.0,9,7,17,12,5
org.apache.commons.collections4.ListUtilsTest,false,false,false,false,false,true,false,false,474,2,2,0.10333333333333333,10,0.0,11,112,45,138,26
org.apache.commons.collections4.MultiMapUtilsTest,false,false,false,false,false,false,false,false,160,0,0,-0.25,8,0.0,10,47,19,57,10
org.apache.commons.collections4.PredicateUtilsTest,false,false,false,false,false,true,false,false,722,0,0,-0.031746031746031744,15,0.0,18,186,74,251,65
org.apache.commons.collections4.ComparatorUtilsTest,false,false,false,false,false,false,false,false,124,0,0,-0.5,3,0.0,5,25,8,31,6
org.apache.commons.collections4.CollectionUtilsTest,false,true,false,true,true,true,false,true,1959,7,6,0.09005602240896358,43,5.0588235294117645,35,483,202,604,121
org.apache.commons.collections4.AbstractLinkedListTest,false,false,false,false,false,false,false,false,221,0,0,0.01818181818181818,8,0.0,6,52,40,64,12
org.apache.commons.collections4.SetUtilsTest,false,false,false,false,false,true,false,false,257,6,0,0.0,4,0.0,13,54,22,65,11
org.apache.commons.collections4.MapPerformance,false,false,false,false,false,false,false,false,182,2,0,0.0,0,1.0,5,7,4,10,3
org.apache.commons.collections4.IteratorUtilsTest,false,false,false,true,true,true,false,true,1168,8,0,-0.015873015873015872,27,3.3333333333333335,34,231,89,268,37
org.apache.commons.collections4.TransformerUtilsTest,false,false,false,false,false,true,false,false,496,5,2,0.17647058823529413,16,0.0,19,100,58,119,19
org.apache.commons.collections4.ClosureUtilsTest,false,false,false,false,false,true,false,false,425,11,0,-0.2,10,0.0,12,65,24,77,12
org.apache.commons.collections4.MapUtilsTest,false,false,false,true,true,true,false,false,1168,0,0,-0.03272939801285798,35,0.0,31,266,93,326,60
org.apache.commons.collections4.BagUtilsTest,false,false,false,false,false,true,false,false,176,6,0,-0.23809523809523808,6,0.0,13,26,26,34,8
org.apache.commons.collections4.SplitMapUtilsTest,false,false,false,false,false,true,false,true,240,9,0,-0.005263157894736842,1,0.8333333333333334,12,66,30,87,21
org.apache.commons.collections4.sequence.SequencesComparator,false,false,false,false,false,false,false,false,347,0,1,1.0,1,0.2222222222222222,3,17,27,23,6
org.apache.commons.collections4.sequence.KeepCommand,false,false,false,false,false,false,false,false,56,0,0,-2.0,0,0.0,0,2,2,4,2
org.apache.commons.collections4.sequence.DeleteCommand,false,false,false,false,false,false,false,false,54,0,0,-2.0,0,0.0,0,2,2,4,2
org.apache.commons.collections4.sequence.CommandVisitor,false,false,false,false,false,false,false,false,142,0,0,-2.0,0,0.0,0,0,3,3,3
org.apache.commons.collections4.sequence.EditCommand,false,false,false,false,false,false,false,false,81,1,0,-1.0,0,0.0,0,0,5,3,3
org.apache.commons.collections4.sequence.ReplacementsFinder,false,false,false,false,false,false,false,false,111,0,1,0.6666666666666666,1,0.0,2,5,7,9,4
org.apache.commons.collections4.sequence.EditScript,false,false,false,false,false,false,false,false,132,1,2,0.6,2,0.0,2,4,14,11,7
org.apache.commons.collections4.sequence.InsertCommand,false,false,false,false,false,false,false,false,56,0,0,-2.0,0,0.0,0,2,2,4,2
org.apache.commons.collections4.sequence.ReplacementsHandler,false,false,false,false,false,false,false,false,51,0,0,1.0,0,0.0,1,0,3,1,1
org.apache.commons.collections4.sequence.SequencesComparatorTest,false,false,false,false,false,false,false,false,236,1,1,0.26666666666666666,4,1.0,8,37,18,44,7
org.apache.commons.collections4.multimap.AbstractMultiValuedMap,false,false,false,true,true,true,false,false,944,7,0,0.06157635467980296,3,2.4375,27,61,86,91,30
org.apache.commons.collections4.multimap.HashSetValuedHashMap,false,false,false,false,false,false,false,false,132,2,1,0.0,1,0.0,8,7,15,15,8
org.apache.commons.collections4.multimap.ArrayListValuedHashMap,false,false,false,false,false,false,false,false,144,2,0,-0.03571428571428571,0,0.0,9,10,17,19,9
org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMap,false,false,false,false,false,true,false,false,151,16,0,-0.14285714285714285,1,7.0,13,21,42,37,16
org.apache.commons.collections4.multimap.TransformedMultiValuedMap,false,false,false,false,false,false,false,false,192,3,1,0.42857142857142855,2,0.7,6,25,43,34,9
org.apache.commons.collections4.multimap.AbstractMultiValuedMapDecorator,false,false,false,false,false,false,false,false,187,22,0,0.019762845849802372,10,3.142857142857143,8,44,49,68,24
org.apache.commons.collections4.multimap.AbstractListValuedMap,false,false,false,false,false,false,false,false,290,0,0,-0.26666666666666666,0,1.5,7,4,20,11,7
org.apache.commons.collections4.multimap.AbstractSetValuedMap,false,false,false,false,false,false,false,false,136,0,0,-0.26666666666666666,0,1.5,5,4,20,11,7
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest,false,false,false,true,true,true,false,true,1153,38,8,0.3025856044723969,17,74.0,23,269,131,324,55
org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest,false,false,false,false,false,true,false,false,271,0,0,-0.10476190476190476,6,0.0,12,62,42,78,16
org.apache.commons.collections4.multimap.HashSetValuedHashMapTest,false,false,false,false,false,false,false,true,135,0,0,-0.14285714285714285,4,0.0,6,35,12,43,8
org.apache.commons.collections4.multimap.TransformedMultiValuedMapTest,false,false,false,false,false,false,false,true,143,0,0,-0.4,6,0.0,7,38,16,45,7
org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest,false,false,false,false,false,false,false,true,155,0,0,-0.07142857142857142,8,0.0,6,48,12,57,9
org.apache.commons.collections4.keyvalue.AbstractKeyValue,false,false,false,false,false,false,false,false,92,3,0,0.3,0,0.0,1,4,13,10,6
org.apache.commons.collections4.keyvalue.DefaultMapEntry,false,false,false,false,false,false,false,false,61,0,0,-2.0,0,0.0,2,4,9,7,3
org.apache.commons.collections4.keyvalue.AbstractMapEntry,false,false,false,false,false,false,false,false,90,0,0,-1.0,0,2.0,1,6,10,10,4
org.apache.commons.collections4.keyvalue.TiedMapEntry,false,false,false,false,false,false,false,false,139,2,2,0.5333333333333333,2,8.0,3,10,17,17,7
org.apache.commons.collections4.keyvalue.DefaultKeyValue,false,false,false,false,false,false,false,false,153,0,0,-0.2857142857142857,1,2.0,2,10,26,19,9
org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator,false,false,false,false,false,false,false,false,91,0,3,1.0,3,3.0,2,6,18,14,8
org.apache.commons.collections4.keyvalue.UnmodifiableMapEntry,false,false,false,false,false,false,false,false,74,0,0,-1.0,0,0.0,3,4,12,8,4
org.apache.commons.collections4.keyvalue.MultiKey,false,false,false,false,false,false,false,false,280,5,1,0.3076923076923077,1,1.6666666666666667,2,7,35,21,14
org.apache.commons.collections4.keyvalue.UnmodifiableMapEntryTest,false,false,false,false,false,false,false,false,106,0,0,-0.3,1,0.5,3,11,13,17,6
org.apache.commons.collections4.keyvalue.DefaultMapEntryTest,false,false,false,false,false,false,false,false,93,0,0,-0.6666666666666666,1,0.5,2,9,8,13,4
org.apache.commons.collections4.keyvalue.AbstractMapEntryTest,false,false,false,false,false,false,false,false,153,4,1,0.17857142857142858,3,0.5,3,28,20,37,9
org.apache.commons.collections4.keyvalue.MultiKeyTest,false,false,false,false,false,false,false,false,294,2,3,0.41025641025641024,4,0.0,10,45,23,59,14
org.apache.commons.collections4.keyvalue.TiedMapEntryTest,false,false,false,false,false,false,false,false,80,0,0,-2.0,0,0.0,2,6,4,9,3
org.apache.commons.collections4.keyvalue.DefaultKeyValueTest,false,false,false,false,false,false,false,true,180,2,1,0.42857142857142855,5,0.5,3,43,15,51,8
org.apache.commons.collections4.bag.PredicatedSortedBag,false,false,false,false,false,false,false,false,108,6,0,-0.2,0,0.0,3,6,17,12,6
org.apache.commons.collections4.bag.AbstractSortedBagDecorator,false,false,false,false,false,false,false,false,82,6,0,-0.2,1,0.0,2,6,12,12,6
org.apache.commons.collections4.bag.CollectionBag,false,false,false,false,false,false,false,false,240,11,0,-0.13333333333333333,3,0.7692307692307693,6,32,40,43,11
org.apache.commons.collections4.bag.SynchronizedBag,false,false,false,false,false,false,false,false,151,10,0,-0.08333333333333333,2,2.0,3,13,25,23,10
org.apache.commons.collections4.bag.TransformedBag,false,false,false,false,false,false,false,false,148,10,0,-0.1111111111111111,1,1.375,5,21,30,31,10
org.apache.commons.collections4.bag.AbstractBagDecorator,false,false,false,false,false,false,false,false,98,9,0,-0.07142857142857142,2,2.0,3,12,18,21,9
org.apache.commons.collections4.bag.SynchronizedSortedBag,false,false,false,false,false,false,false,false,108,7,0,-0.2,0,0.0,3,7,18,14,7
org.apache.commons.collections4.bag.AbstractMapBag,false,false,false,true,false,true,false,false,624,6,4,0.42153846153846153,7,1.6666666666666667,12,75,94,102,27
org.apache.commons.collections4.bag.UnmodifiableSortedBag,false,false,false,false,false,false,false,false,155,14,0,-0.16666666666666666,0,2.0,10,12,37,26,14
org.apache.commons.collections4.bag.HashBag,false,false,false,false,false,false,false,false,85,4,0,-1.0,0,0.0,6,3,10,7,4
org.apache.commons.collections4.bag.PredicatedBag,false,false,false,false,false,false,false,false,125,9,0,-0.07142857142857142,2,2.0,4,13,23,22,9
org.apache.commons.collections4.bag.TreeBag,false,false,false,false,false,false,false,false,147,10,0,-0.1111111111111111,0,4.0,9,14,25,24,10
org.apache.commons.collections4.bag.UnmodifiableBag,false,false,false,false,false,false,false,false,158,14,0,-0.16666666666666666,0,2.0,10,12,37,26,14
org.apache.commons.collections4.bag.TransformedSortedBag,false,false,false,false,false,false,false,false,131,7,0,-0.2,0,0.0,3,13,22,20,7
org.apache.commons.collections4.bag.CollectionSortedBag,false,false,false,false,false,false,false,false,166,11,0,-0.13333333333333333,3,0.7692307692307693,6,32,36,43,11
org.apache.commons.collections4.bag.TransformedBagTest,false,false,false,false,false,false,false,false,100,0,0,-0.5,1,0.0,5,16,14,22,6
org.apache.commons.collections4.bag.TreeBagTest,false,false,false,false,false,false,false,false,115,0,0,-0.21428571428571427,0,0.0,5,14,17,23,9
org.apache.commons.collections4.bag.AbstractBagTest,false,false,false,true,false,true,false,true,705,0,0,-0.005291005291005291,26,0.0,15,152,92,181,29
org.apache.commons.collections4.bag.TransformedSortedBagTest,false,false,false,false,false,false,false,false,93,0,0,-0.5,1,0.0,6,16,14,22,6
org.apache.commons.collections4.bag.PredicatedBagTest,false,false,false,false,false,false,false,false,137,10,0,-0.06666666666666667,1,1.1666666666666667,6,24,22,35,11
org.apache.commons.collections4.bag.CollectionSortedBagTest,false,false,false,false,false,false,false,false,158,0,0,-0.19444444444444445,0,0.0,8,22,31,32,10
org.apache.commons.collections4.bag.UnmodifiableBagTest,false,false,false,false,false,false,false,false,108,0,0,-0.15555555555555556,0,0.0,6,13,26,24,11
org.apache.commons.collections4.bag.AbstractSortedBagTest,false,false,false,false,false,false,false,false,158,0,0,-0.13333333333333333,0,0.0,2,21,25,32,11
org.apache.commons.collections4.bag.CollectionBagTest,false,false,false,false,false,false,false,false,118,0,0,-0.26666666666666666,1,0.0,7,20,23,27,7
org.apache.commons.collections4.bag.SynchronizedBagTest,false,false,false,false,false,false,false,false,59,0,0,-1.0,0,0.0,3,2,7,6,4
org.apache.commons.collections4.bag.UnmodifiableSortedBagTest,false,false,false,false,false,false,false,false,108,0,0,-0.15555555555555556,0,0.0,6,13,26,24,11
org.apache.commons.collections4.bag.HashBagTest,false,false,false,false,false,false,false,false,57,0,0,-1.0,0,0.0,3,1,7,5,4
org.apache.commons.collections4.bag.PredicatedSortedBagTest,false,false,false,false,false,false,false,false,114,9,0,-0.05555555555555555,0,0.875,6,17,19,27,10
org.apache.commons.collections4.iterators.CollatingIterator,false,false,false,false,false,false,false,false,399,4,2,0.2571428571428571,2,1.7142857142857142,8,37,72,59,22
org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator,false,false,false,false,false,false,false,false,67,0,0,1.0,0,0.0,1,2,8,6,4
org.apache.commons.collections4.iterators.LoopingIterator,false,false,false,false,false,false,false,false,128,2,2,0.7,2,0.0,4,9,18,15,6
org.apache.commons.collections4.iterators.BoundedIterator,false,false,false,false,false,false,false,false,136,0,1,1.0,1,0.0,2,8,22,14,6
org.apache.commons.collections4.iterators.ObjectArrayIterator,false,false,false,false,false,false,false,false,178,2,1,0.2777777777777778,1,0.0,2,1,27,11,10
org.apache.commons.collections4.iterators.SingletonListIterator,false,false,false,false,false,false,false,false,181,2,3,0.5777777777777777,3,0.0,2,0,38,11,11
org.apache.commons.collections4.iterators.EmptyOrderedMapIterator,false,false,false,false,false,false,false,false,55,1,0,-2.0,0,0.0,2,0,3,2,2
org.apache.commons.collections4.iterators.AbstractEmptyMapIterator,false,false,false,false,false,false,false,false,45,0,0,-1.0,0,0.0,0,0,7,4,4
org.apache.commons.collections4.iterators.UnmodifiableListIterator,false,false,false,false,false,false,false,false,113,3,2,0.4,2,0.0,2,6,24,17,11
org.apache.commons.collections4.iterators.EmptyIterator,false,false,false,false,false,false,false,false,75,2,0,-2.0,0,0.0,2,0,5,3,3
org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator,false,false,false,false,false,false,false,false,95,0,3,1.0,3,6.0,1,6,16,14,8
org.apache.commons.collections4.iterators.UniqueFilterIterator,false,false,false,false,false,false,false,false,43,0,0,1.0,0,0.0,2,1,1,2,1
org.apache.commons.collections4.iterators.PermutationIterator,false,false,false,false,false,false,false,false,158,0,0,0.0,0,0.0,8,8,15,12,4
org.apache.commons.collections4.iterators.LoopingListIterator,false,false,false,false,false,false,false,false,263,5,3,0.6666666666666666,3,9.0,4,25,49,38,13
org.apache.commons.collections4.iterators.FilterListIterator,false,false,false,false,false,false,false,false,285,2,1,0.1631578947368421,1,0.0,3,18,47,39,21
org.apache.commons.collections4.iterators.TransformIterator,false,false,false,false,false,false,false,false,146,6,2,0.4,2,2.5,2,5,26,16,11
org.apache.commons.collections4.iterators.ArrayListIterator,false,false,false,false,false,false,false,false,209,7,0,-0.06666666666666667,0,2.0,3,5,35,16,11
org.apache.commons.collections4.iterators.IteratorIterable,false,false,false,false,false,false,false,false,135,3,2,1.0,2,7.0,2,8,16,15,7
org.apache.commons.collections4.iterators.ListIteratorWrapper,false,false,false,false,false,false,false,false,271,1,5,1.0,5,4.0,7,16,40,27,11
org.apache.commons.collections4.iterators.NodeListIterator,false,false,false,false,false,false,false,false,90,2,1,0.3333333333333333,1,0.0,4,4,16,9,5
org.apache.commons.collections4.iterators.UnmodifiableIterator,false,false,false,false,false,false,false,false,85,1,0,0.3333333333333333,0,0.0,2,2,12,7,5
org.apache.commons.collections4.iterators.ArrayIterator,false,false,false,false,false,false,false,false,204,2,2,0.26666666666666666,2,0.6666666666666666,3,5,29,16,11
org.apache.commons.collections4.iterators.ObjectArrayListIterator,false,false,false,false,false,false,false,false,199,7,0,-0.06666666666666667,0,0.0,2,5,35,16,11
org.apache.commons.collections4.iterators.EntrySetMapIterator,false,false,false,false,false,false,false,false,175,1,3,0.7142857142857143,3,9.0,4,13,31,22,9
org.apache.commons.collections4.iterators.PeekingIterator,false,false,false,false,false,false,false,false,161,1,2,0.7142857142857143,2,0.0,2,8,28,16,8
org.apache.commons.collections4.iterators.EnumerationIterator,false,false,false,false,false,false,false,false,140,2,2,0.47619047619047616,2,0.0,3,3,21,11,8
org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator,false,false,false,false,false,false,false,false,111,2,2,0.5277777777777778,2,0.0,2,6,22,16,10
org.apache.commons.collections4.iterators.IteratorChain,false,false,false,false,false,false,false,false,280,3,1,0.15384615384615385,1,4.25,4,20,45,34,14
org.apache.commons.collections4.iterators.EmptyListIterator,false,false,false,false,false,false,false,false,76,2,0,-2.0,0,0.0,2,0,5,3,3
org.apache.commons.collections4.iterators.SingletonIterator,false,false,false,false,false,false,false,false,126,1,1,0.6,1,0.0,2,0,22,6,6
org.apache.commons.collections4.iterators.AbstractIteratorDecorator,false,false,false,false,false,false,false,false,47,0,0,-2.0,0,0.0,1,2,5,4,2
org.apache.commons.collections4.iterators.AbstractEmptyIterator,false,false,false,false,false,false,false,false,75,0,0,-0.2222222222222222,0,0.0,1,0,21,11,11
org.apache.commons.collections4.iterators.ZippingIterator,false,false,false,false,false,false,false,false,159,2,0,-0.1,0,0.0,5,10,22,16,6
org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator,false,false,false,false,false,false,false,false,107,0,4,1.0,4,8.0,1,8,20,18,10
org.apache.commons.collections4.iterators.UnmodifiableMapIterator,false,false,false,false,false,false,false,false,99,2,1,0.38095238095238093,1,0.0,2,4,18,12,8
org.apache.commons.collections4.iterators.EmptyOrderedIterator,false,false,false,false,false,false,false,false,54,1,0,-2.0,0,0.0,2,0,3,2,2
org.apache.commons.collections4.iterators.IteratorEnumeration,false,false,false,false,false,false,false,false,96,1,1,0.5,1,0.0,2,2,12,8,6
org.apache.commons.collections4.iterators.PushbackIterator,false,false,false,false,false,false,false,false,109,3,1,0.3,1,0.0,3,6,13,12,6
org.apache.commons.collections4.iterators.EmptyMapIterator,false,false,false,false,false,false,false,false,55,1,0,-2.0,0,0.0,2,0,3,2,2
org.apache.commons.collections4.iterators.ReverseListIterator,false,false,false,false,false,false,false,false,186,2,5,1.0,5,5.0,3,14,32,25,11
org.apache.commons.collections4.iterators.ObjectGraphIterator,false,false,false,false,false,false,false,false,254,0,1,0.5238095238095238,1,2.0,5,15,31,23,8
org.apache.commons.collections4.iterators.LazyIteratorChain,false,false,false,false,false,false,false,false,152,1,1,0.5,1,8.0,1,9,20,14,5
org.apache.commons.collections4.iterators.SkippingIterator,false,false,false,false,false,false,false,false,95,1,1,1.0,1,0.0,1,3,14,7,4
org.apache.commons.collections4.iterators.FilterIterator,false,false,false,false,false,false,false,false,185,2,2,0.4666666666666667,2,0.0,3,6,27,17,11
org.apache.commons.collections4.iterators.AbstractListIteratorDecorator,false,false,false,false,false,false,false,false,113,0,4,1.0,4,4.5,1,9,20,20,11
org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest,false,false,false,false,false,false,false,true,165,0,0,-0.2,3,0.0,8,39,15,45,6
org.apache.commons.collections4.iterators.SingletonIteratorTest,false,false,false,false,false,false,false,false,113,5,0,-0.14285714285714285,2,0.0,3,22,14,30,8
org.apache.commons.collections4.iterators.ArrayListIterator2Test,false,false,false,false,false,false,false,false,51,0,0,-0.5,0,0.0,0,0,11,6,6
org.apache.commons.collections4.iterators.SingletonIterator2Test,false,false,false,false,false,false,false,false,102,3,0,0.0,0,0.0,3,15,13,22,7
org.apache.commons.collections4.iterators.CollatingIteratorTest,false,false,false,false,false,false,false,false,260,2,4,0.6515151515151515,7,0.0,5,73,29,86,13
org.apache.commons.collections4.iterators.ObjectArrayListIterator2Test,false,false,false,false,false,false,false,false,57,5,0,-0.5,0,0.0,0,0,11,6,6
org.apache.commons.collections4.iterators.IteratorIterableTest,false,false,false,false,false,false,false,false,81,0,0,-0.1,0,2.0,5,12,13,18,6
