className,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,csm_LOC,csm_LCOM5,csm_TCC,csm_Connectivity,csm_LCC,csm_ICH,csm_CBO,csm_MPC,csm_McCabe,csm_RFC,csm_WMC
org.jfree.chart.renderer.xy.HighLowRenderer,false,false,false,false,false,true,true,true,525,2,2,0.225,2,4.0,25,38,44,55,17
org.jfree.chart.renderer.xy.XYStepRenderer,false,false,false,false,false,true,false,true,377,7,0,0.0,0,0.42857142857142855,20,29,29,38,9
org.jfree.chart.renderer.xy.XYBarPainter,false,false,false,false,false,false,false,false,92,0,0,-2.0,0,0.0,3,0,4,2,2
org.jfree.chart.renderer.xy.XYItemRenderer,false,true,false,true,true,true,false,false,1378,0,0,-0.015503875968992248,0,0.0,24,0,269,131,131
org.jfree.chart.renderer.xy.XYBubbleRenderer,false,false,false,false,false,true,false,true,366,1,0,-0.13333333333333333,0,0.0,17,49,27,56,7
org.jfree.chart.renderer.xy.AbstractXYItemRenderer,false,false,false,true,true,true,true,true,1763,4,2,0.09954751131221719,4,0.5714285714285714,59,275,165,328,53
org.jfree.chart.renderer.xy.XYBarRenderer,false,false,false,true,true,true,true,true,1298,2,2,0.08527131782945736,4,0.9333333333333333,35,120,114,164,44
org.jfree.chart.renderer.xy.SamplingXYLineRenderer,false,false,false,false,false,true,false,true,377,3,0,0.14285714285714285,0,0.0,22,30,28,38,8
org.jfree.chart.renderer.xy.DeviationRenderer,false,false,false,false,false,true,false,true,390,7,1,0.01818181818181818,1,1.0,17,34,35,46,12
org.jfree.chart.renderer.xy.XYShapeRenderer,false,false,false,false,false,true,false,true,622,3,2,0.18115942028985507,3,0.8,30,59,69,84,25
org.jfree.chart.renderer.xy.XYBlockRenderer,false,false,false,false,false,true,false,true,527,2,2,0.2679738562091503,4,2.1666666666666665,20,49,50,68,19
org.jfree.chart.renderer.xy.XYDifferenceRenderer,false,false,false,true,true,true,true,true,1243,4,1,0.13768115942028986,2,0.3225806451612903,31,98,77,123,25
org.jfree.chart.renderer.xy.XYDotRenderer,false,false,false,false,false,true,false,true,398,3,2,0.30303030303030304,2,0.0,20,40,37,53,13
org.jfree.chart.renderer.xy.StackedXYAreaRenderer2,false,false,false,false,false,true,true,true,556,10,1,0.07272727272727272,1,0.5,20,35,36,47,12
org.jfree.chart.renderer.xy.StackedXYAreaRenderer,false,false,false,false,false,true,true,true,703,6,0,0.047619047619047616,0,1.0,33,65,51,81,16
org.jfree.chart.renderer.xy.XYAreaRenderer,false,false,false,true,false,true,true,true,777,1,2,0.22380952380952382,3,7.0,32,80,58,102,22
org.jfree.chart.renderer.xy.StandardXYBarPainter,false,false,false,false,false,false,false,false,224,0,0,-0.4,0,0.2,10,21,20,27,6
org.jfree.chart.renderer.xy.CandlestickRenderer,false,false,false,true,true,true,true,true,962,1,2,0.15763546798029557,4,2.0,30,62,75,92,30
org.jfree.chart.renderer.xy.VectorRenderer,false,false,false,false,false,true,false,true,349,4,0,-0.4,1,1.0,16,38,22,44,6
org.jfree.chart.renderer.xy.StandardXYItemRenderer,false,false,false,true,true,true,true,true,1070,1,2,0.125,3,0.6875,32,95,88,129,34
org.jfree.chart.renderer.xy.WindItemRenderer,false,false,false,false,false,true,false,true,208,3,0,-2.0,0,0.0,16,18,7,21,3
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,false,false,false,false,false,true,true,true,380,6,0,0.0,0,1.0,16,37,33,45,8
org.jfree.chart.renderer.xy.CyclicXYItemRenderer,false,false,false,false,false,true,true,false,511,5,0,-0.6666666666666666,0,0.0,14,7,10,12,5
org.jfree.chart.renderer.xy.XYShapeRendererTest,false,false,false,false,false,true,false,false,193,3,0,-0.5,1,0.0,13,32,10,37,5
org.jfree.chart.renderer.xy.ClusteredXYBarRendererTest,false,false,false,false,false,false,false,false,181,6,0,-0.3333333333333333,2,0.0,9,22,14,29,7
org.jfree.chart.renderer.xy.CandlestickRendererTest,false,false,false,false,false,true,false,true,238,6,0,-0.4,3,0.0,14,37,13,44,7
org.jfree.chart.renderer.xy.YIntervalRendererTest,false,false,false,false,false,true,false,true,253,0,0,-0.5,3,0.0,19,38,12,44,6
org.jfree.chart.renderer.xy.StackedXYAreaRenderer2Test,false,false,false,false,false,true,false,false,184,0,0,-0.4,3,0.0,18,34,13,41,7
org.jfree.chart.renderer.xy.XYDotRendererTest,false,false,false,false,false,true,false,false,179,0,0,-0.5,2,0.0,13,27,12,33,6
org.jfree.chart.renderer.xy.XYAreaRendererTest,false,false,false,false,false,true,false,false,255,0,0,-0.4,3,0.0,17,36,16,43,7
org.jfree.chart.renderer.xy.XYLineAndShapeRendererTest,false,false,false,false,false,true,false,true,301,0,0,-0.2857142857142857,6,0.0,19,64,16,73,9
org.jfree.chart.renderer.xy.XYSplineRendererTest,false,false,false,false,false,false,false,false,141,0,0,-0.6666666666666666,2,0.0,9,19,10,24,5
org.jfree.chart.renderer.xy.StandardXYItemRendererTest,false,false,false,false,false,true,false,true,262,0,0,-0.4,3,0.0,22,52,13,59,7
org.jfree.chart.renderer.xy.GradientXYBarPainterTest,false,false,false,false,false,false,false,false,117,0,0,-1.0,1,0.0,6,11,6,15,4
org.jfree.chart.renderer.xy.StackedXYBarRendererTest,false,false,false,false,false,true,false,false,176,0,0,-0.4,4,0.0,15,36,11,43,7
org.jfree.chart.renderer.xy.XYDifferenceRendererTest,false,false,false,false,false,true,false,false,213,0,0,-0.5,2,0.0,16,30,17,36,6
org.jfree.chart.renderer.xy.WindItemRendererTest,false,false,false,false,false,false,false,false,111,0,0,-0.6666666666666666,1,0.0,5,12,9,17,5
org.jfree.chart.renderer.xy.XYBarRendererTest,false,false,false,false,false,true,false,true,370,8,0,-0.15555555555555556,4,0.0,23,72,22,83,11
org.jfree.chart.renderer.xy.XYBoxAndWhiskerRendererTest,false,false,false,false,false,true,false,false,179,0,0,-0.5,1,0.0,17,25,14,31,6
org.jfree.chart.renderer.xy.XYAreaRenderer2Test,false,false,false,false,false,true,false,false,209,0,0,-0.4,2,0.0,15,33,15,40,7
org.jfree.chart.renderer.xy.AbstractXYItemRendererTest,false,false,false,false,false,true,false,false,189,7,0,-0.2857142857142857,3,0.0,11,34,14,42,8
org.jfree.chart.renderer.xy.HighLowRendererTest,false,false,false,false,false,true,false,false,187,0,0,-0.5,3,0.0,13,25,11,31,6
org.jfree.chart.renderer.xy.XYStepRendererTest,false,false,false,false,false,true,false,false,200,0,0,-0.4,2,0.0,12,27,15,34,7
org.jfree.chart.renderer.xy.RendererXYPackageUtils,false,false,false,false,false,false,false,false,100,0,0,-2.0,1,0.0,4,4,6,6,2
org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,false,false,false,false,false,true,false,false,233,0,0,-0.3333333333333333,2,0.0,20,34,17,42,8
org.jfree.chart.renderer.xy.DeviationRendererTest,false,false,false,false,false,false,false,false,119,0,0,-0.6666666666666666,2,0.0,6,15,9,20,5
org.jfree.chart.renderer.xy.XYBlockRendererTest,false,false,false,false,false,true,false,false,219,8,0,-0.2857142857142857,3,0.0,14,38,17,47,9
org.jfree.chart.renderer.xy.XYBubbleRendererTest,false,false,false,false,false,true,false,false,169,0,0,-0.5,2,0.0,11,22,12,28,6
org.jfree.chart.renderer.xy.StandardXYBarPainterTest,false,false,false,false,false,false,false,false,102,0,0,-1.0,0,0.0,6,8,6,12,4
org.jfree.chart.renderer.xy.VectorRendererTest,false,false,false,false,false,false,false,false,122,0,0,-0.6666666666666666,2,0.0,7,15,9,20,5
org.jfree.chart.renderer.xy.XYStepAreaRendererTest,false,false,false,false,false,true,false,false,187,0,0,-0.5,2,0.0,12,25,12,31,6
org.jfree.chart.renderer.xy.XYErrorRendererTest,false,false,false,false,false,false,false,false,197,0,0,-0.2857142857142857,3,0.0,10,34,18,43,9
org.jfree.chart.plot.Plot,true,false,false,true,true,true,false,true,1592,2,1,0.058823529411764705,4,1.3928571428571428,51,99,198,169,70
org.jfree.chart.plot.PieLabelRecord,false,false,false,false,false,false,false,false,286,1,2,0.2761904761904762,2,2.0,2,2,36,18,16
org.jfree.chart.plot.CategoryPlot,false,true,false,true,true,true,true,true,5128,3,2,0.027941854132629552,14,0.6049382716049383,70,644,626,864,220
org.jfree.chart.plot.PlotRenderingInfo,false,false,false,false,false,true,false,false,289,2,2,0.4230769230769231,2,4.0,11,17,36,31,14
org.jfree.chart.plot.PiePlot3D,false,false,false,false,true,true,true,true,1055,5,1,0.03636363636363636,1,0.2727272727272727,28,120,32,132,12
org.jfree.chart.plot.CrosshairState,false,false,false,false,false,false,false,false,396,2,2,0.1503267973856209,2,0.0,1,6,46,25,19
org.jfree.chart.plot.SpiderWebPlot,true,false,false,true,true,true,false,true,1649,1,2,0.10764360018091361,8,0.5833333333333334,46,170,159,238,68
org.jfree.chart.plot.Zoomable,false,false,false,false,false,false,false,false,180,0,0,-0.2857142857142857,0,0.0,2,0,32,9,9
org.jfree.chart.plot.CombinedRangeCategoryPlot,false,false,false,false,false,true,false,true,590,5,4,0.4678362573099415,4,0.6,21,108,65,128,20
org.jfree.chart.plot.RingPlot,false,false,false,true,false,true,true,true,732,2,2,0.16502463054187191,4,1.5,33,80,69,110,30
org.jfree.chart.plot.Crosshair,false,false,false,true,false,true,false,false,736,2,6,0.3508771929824561,6,1.3333333333333333,20,32,77,72,40
org.jfree.chart.plot.SeriesRenderingOrder,false,false,false,false,false,false,false,false,142,1,1,0.5,1,2.0,2,4,14,9,5
org.jfree.chart.plot.DefaultDrawingSupplier,false,false,false,false,false,true,false,false,549,0,1,0.2,1,0.42857142857142855,17,14,43,31,17
org.jfree.chart.plot.PiePlot,false,true,false,true,true,true,false,true,3488,2,2,0.0652355396541443,14,0.5982142857142857,62,406,321,537,131
org.jfree.chart.plot.PolarPlot,false,true,false,true,true,true,false,true,2166,3,2,0.04801720019111323,6,0.7692307692307693,54,233,261,326,93
org.jfree.chart.plot.ThermometerPlot,true,false,false,true,true,true,true,true,1696,1,2,0.0647887323943662,5,1.0344827586206897,37,117,186,189,72
org.jfree.chart.plot.CombinedDomainXYPlot,false,false,false,true,false,true,false,true,803,8,6,0.4729064039408867,6,0.5609756097560976,22,113,89,143,30
org.jfree.chart.plot.CategoryCrosshairState,false,false,false,false,false,false,false,false,181,2,2,0.7333333333333333,2,0.0,2,14,14,21,7
org.jfree.chart.plot.WaferMapPlot,false,false,false,false,false,true,false,true,434,1,0,0.12121212121212122,1,0.375,21,50,30,63,13
org.jfree.chart.plot.IntervalMarker,false,false,false,false,false,false,false,false,235,2,1,0.13333333333333333,1,0.0,9,5,31,16,11
org.jfree.chart.plot.FastScatterPlot,false,false,false,true,true,true,false,true,1133,2,4,0.19414893617021275,5,0.6666666666666666,34,117,130,166,49
org.jfree.chart.plot.ValueMarker,false,false,false,false,false,false,false,false,157,0,2,1.0,2,0.0,3,1,12,7,6
org.jfree.chart.plot.Marker,false,false,false,false,false,true,false,false,696,2,2,0.1492063492063492,5,1.0,21,35,83,72,37
org.jfree.chart.plot.PlotOrientation,false,false,false,false,false,false,false,false,164,1,1,0.3333333333333333,1,1.5,2,6,20,13,7
org.jfree.chart.plot.DrawingSupplier,false,false,false,false,false,false,false,false,107,0,0,-0.5,0,0.0,3,0,12,6,6
org.jfree.chart.plot.DialShape,false,false,false,false,false,false,false,false,140,1,1,0.5,1,2.0,2,4,14,9,5
org.jfree.chart.plot.PlotState,false,false,false,false,false,false,false,false,70,0,0,0.0,0,0.0,2,0,3,2,2
org.jfree.chart.plot.CombinedRangeXYPlot,false,false,false,true,false,true,false,true,777,7,5,0.4017094017094017,6,0.5897435897435898,20,129,90,157,28
org.jfree.chart.plot.PieLabelDistributor,false,false,false,false,false,false,false,false,224,6,0,0.0,0,1.1666666666666667,1,38,24,47,9
org.jfree.chart.plot.PieLabelLinkStyle,false,false,false,false,false,false,false,false,142,1,1,0.5,1,2.0,2,4,14,9,5
org.jfree.chart.plot.ValueAxisPlot,false,false,false,false,false,false,false,false,64,0,0,1.0,0,0.0,2,0,4,1,1
org.jfree.chart.plot.PiePlotState,false,false,false,false,false,false,false,false,279,2,0,-0.031578947368421054,0,0.0,2,0,34,21,21
org.jfree.chart.plot.MeterPlot,false,false,false,true,true,true,false,true,1322,1,2,0.11949685534591195,7,0.40350877192982454,39,151,135,206,55
org.jfree.chart.plot.DatasetRenderingOrder,false,false,false,false,false,false,false,false,144,1,1,0.5,1,2.0,2,4,14,9,5
org.jfree.chart.plot.Pannable,false,false,false,false,false,false,false,false,97,0,0,-0.6666666666666666,0,0.0,2,0,12,5,5
org.jfree.chart.plot.XYCrosshairState,false,false,false,false,false,false,false,false,58,0,0,1.0,0,0.0,1,0,1,1,1
org.jfree.chart.plot.PolarAxisLocation,false,false,false,false,false,false,false,false,168,0,0,0.3333333333333333,0,1.5,2,3,11,7,4
org.jfree.chart.plot.AbstractPieLabelDistributor,false,false,false,false,false,false,false,false,112,1,1,0.5,1,0.0,3,5,10,11,6
org.jfree.chart.plot.MeterInterval,false,false,false,false,false,true,false,false,225,1,1,0.4722222222222222,1,1.0,13,9,22,19,10
org.jfree.chart.plot.CompassPlot,false,false,false,true,true,true,true,true,890,1,2,0.12310606060606061,3,0.5789473684210527,37,64,86,98,34
org.jfree.chart.plot.CategoryMarker,false,false,false,false,false,false,false,false,186,4,2,0.5238095238095238,2,1.0,8,5,17,13,8
org.jfree.chart.plot.CombinedDomainCategoryPlot,false,false,false,false,false,true,false,true,699,6,4,0.35144927536231885,5,0.5675675675675675,19,131,79,156,25
org.jfree.chart.plot.XYPlot,false,true,false,true,true,true,true,true,5694,3,3,0.030797517811997244,17,0.6875,68,728,707,958,230
org.jfree.chart.plot.MultiplePiePlot,false,false,false,false,false,true,false,true,684,2,2,0.22134387351778656,3,2.6666666666666665,36,57,62,81,24
org.jfree.chart.plot.IntervalMarkerTest,false,false,false,false,false,false,false,false,155,4,0,-0.2,1,0.0,10,20,11,26,6
org.jfree.chart.plot.DefaultDrawingSupplierTest,false,false,false,false,false,true,false,false,192,0,0,-2.0,0,0.0,11,14,6,17,3
org.jfree.chart.plot.MeterPlotTest,false,false,false,false,false,true,false,true,255,0,0,-1.0,2,0.0,11,39,8,43,4
org.jfree.chart.plot.CrosshairTest,false,false,false,false,false,true,false,true,198,0,0,-0.6666666666666666,1,0.0,13,29,8,34,5
org.jfree.chart.plot.CategoryMarkerTest,false,false,false,false,false,true,false,false,201,3,0,-0.2,1,0.0,11,21,11,27,6
org.jfree.chart.plot.CombinedDomainXYPlotTest,false,false,false,false,false,true,false,true,282,8,0,-0.05555555555555555,2,0.0,20,46,17,56,10
org.jfree.chart.plot.MeterIntervalTest,false,false,false,false,false,false,false,false,109,0,0,-2.0,0,0.0,8,6,4,9,3
org.jfree.chart.plot.MyPlotChangeListener,false,false,false,false,false,false,false,false,88,0,1,1.0,1,0.0,2,0,7,4,4
org.jfree.chart.plot.CombinedDomainCategoryPlotTest,false,false,false,false,false,true,false,true,287,7,0,-0.03571428571428571,2,0.0,18,42,17,51,9
org.jfree.chart.plot.PieLabelRecordTest,false,false,false,false,false,false,false,false,126,0,0,-2.0,1,0.0,5,7,4,10,3
org.jfree.chart.plot.CompassPlotTest,false,false,false,false,false,false,false,false,142,0,0,-2.0,1,0.0,9,18,6,21,3
org.jfree.chart.plot.MarkerTest,false,false,false,false,false,true,false,false,407,8,5,0.7032967032967034,6,0.0,16,94,36,109,15
org.jfree.chart.plot.PlotOrientationTest,false,false,false,false,false,false,false,false,83,0,0,-2.0,0,0.0,4,5,4,7,2
org.jfree.chart.plot.CombinedRangeCategoryPlotTest,false,false,false,false,false,true,false,true,279,7,0,-0.03571428571428571,2,0.0,18,38,15,47,9
org.jfree.chart.plot.PiePlot3DTest,false,false,false,false,false,false,false,false,117,0,0,-2.0,0,0.0,10,12,7,15,3
org.jfree.chart.plot.CombinedRangeXYPlotTest,false,false,false,false,false,true,false,true,274,7,0,-0.03571428571428571,3,0.0,20,44,16,53,9
org.jfree.chart.plot.CategoryPlotTest,false,false,false,true,true,true,false,true,1265,0,0,-0.05714285714285714,19,0.0,41,260,72,297,37
org.jfree.chart.plot.PiePlotTest,false,false,false,false,false,true,false,true,692,15,0,-0.14285714285714285,10,0.0,29,127,34,143,16
org.jfree.chart.plot.SpiderWebPlotTest,false,false,false,false,false,true,false,true,360,0,0,-0.6666666666666666,1,0.0,24,52,11,57,5
org.jfree.chart.plot.PlotTest,false,false,false,false,false,true,false,true,178,0,0,1.0,0,0.0,14,16,2,17,1
org.jfree.chart.plot.XYPlotTest,false,false,false,true,true,true,false,true,1431,0,0,-0.04154589371980676,23,0.0,45,298,92,345,47
org.jfree.chart.plot.PlotRenderingInfoTest,false,false,false,false,false,false,false,false,124,0,0,-2.0,1,0.0,8,18,5,21,3
org.jfree.chart.plot.MultiplePiePlotTest,false,false,false,false,false,true,false,false,206,5,0,-0.5,1,0.0,17,34,10,40,6
org.jfree.chart.plot.RingPlotTest,false,false,false,false,false,true,false,true,170,0,0,-2.0,1,0.0,11,22,6,25,3
org.jfree.chart.plot.PolarPlotTest,false,false,false,false,false,true,false,true,384,0,0,-0.3333333333333333,5,0.0,22,68,15,76,8
org.jfree.chart.plot.ThermometerPlotTest,false,false,false,false,false,true,false,true,205,0,0,-1.0,3,0.0,11,29,9,33,4
org.jfree.chart.plot.ValueMarkerTest,false,false,false,false,false,true,false,true,243,5,0,-0.26666666666666666,1,0.0,17,37,15,44,7
org.jfree.chart.plot.FastScatterPlotTest,false,false,false,false,false,true,false,true,237,0,0,-0.3,1,0.0,13,27,14,33,6
org.jfree.chart.plot.dial.StandardDialRange,false,false,false,false,false,true,false,false,439,2,3,0.2904761904761905,4,0.4,15,22,55,44,22
org.jfree.chart.plot.dial.AbstractDialLayer,false,false,false,false,false,false,false,false,220,5,1,0.4888888888888889,1,2.0,7,10,33,21,11
org.jfree.chart.plot.dial.DialValueIndicator,false,false,false,true,false,true,false,true,779,2,3,0.14709851551956815,7,0.6,28,60,97,100,40
org.jfree.chart.plot.dial.DialBackground,false,false,false,false,false,true,false,false,272,4,2,0.3787878787878788,2,1.5,16,16,38,29,13
org.jfree.chart.plot.dial.DialTextAnnotation,false,false,false,false,false,true,false,false,405,2,3,0.3157894736842105,4,1.3333333333333333,18,27,50,47,20
org.jfree.chart.plot.dial.DialFrame,false,false,false,false,false,false,false,false,70,0,0,1.0,0,0.0,3,0,4,1,1
org.jfree.chart.plot.dial.DialLayerChangeEvent,false,false,false,false,false,false,false,false,75,0,0,0.0,0,0.0,1,0,3,2,2
org.jfree.chart.plot.dial.StandardDialFrame,false,false,false,false,false,true,false,true,362,2,3,0.44166666666666665,3,0.7142857142857143,18,34,48,51,17
org.jfree.chart.plot.dial.ArcDialFrame,false,false,false,false,false,true,false,false,521,2,3,0.29347826086956524,4,0.75,20,42,64,67,25
org.jfree.chart.plot.dial.StandardDialScale,false,false,false,true,true,true,false,true,1023,2,3,0.13031914893617022,7,0.5,22,48,127,97,49
org.jfree.chart.plot.dial.DialLayer,false,false,false,false,false,false,false,false,118,0,0,-0.5,0,0.0,4,0,14,6,6
org.jfree.chart.plot.dial.DialPlot,false,false,false,true,true,true,false,true,835,3,2,0.10128205128205128,6,0.75,19,94,105,135,41
org.jfree.chart.plot.dial.DialLayerChangeListener,false,false,false,false,false,false,false,false,62,0,0,1.0,0,0.0,1,0,3,1,1
org.jfree.chart.plot.dial.DialPointer,false,false,false,false,false,true,false,false,655,6,1,0.16666666666666666,1,0.0,19,3,25,13,10
org.jfree.chart.plot.dial.DialCap,false,false,false,false,false,true,false,false,341,2,2,0.4380952380952381,3,0.6,16,26,41,42,16
org.jfree.chart.plot.dial.DialScale,false,false,false,false,false,false,false,false,75,0,0,-2.0,0,0.0,0,0,5,2,2
org.jfree.chart.plot.dial.MyDialLayerChangeListener,false,false,false,false,false,false,false,false,63,0,0,-2.0,0,0.0,0,0,2,2,2
org.jfree.chart.plot.dial.ArcDialFrameTest,false,false,false,false,false,false,false,true,163,0,0,-1.0,2,0.0,8,24,7,28,4
org.jfree.chart.plot.dial.DialValueIndicatorTest,false,false,false,false,false,true,false,true,209,0,0,-1.0,2,0.0,12,30,7,34,4
org.jfree.chart.plot.dial.AbstractDialLayerTest,false,false,false,false,false,false,false,false,107,0,0,-2.0,3,0.0,5,17,5,20,3
org.jfree.chart.plot.dial.DialBackgroundTest,false,false,false,false,false,false,false,false,158,0,0,-1.0,3,0.0,9,23,9,27,4
org.jfree.chart.plot.dial.DialTextAnnotationTest,false,false,false,false,false,false,false,false,158,0,0,-1.0,2,0.0,8,23,8,27,4
org.jfree.chart.plot.dial.DialCapTest,false,false,false,false,false,false,false,false,172,0,0,-1.0,4,0.0,8,27,7,31,4
org.jfree.chart.plot.dial.StandardDialRangeTest,false,false,false,false,false,false,false,false,135,0,0,-1.0,2,0.0,7,20,7,24,4
org.jfree.chart.plot.dial.DialPointerTest,false,false,false,false,false,false,false,false,173,0,0,-0.4,5,0.0,7,31,13,38,7
org.jfree.chart.plot.dial.StandardDialFrameTest,false,false,false,false,false,false,false,false,145,0,0,-1.0,2,0.0,8,21,7,25,4
org.jfree.chart.plot.dial.StandardDialScaleTest,false,false,false,false,false,false,false,true,272,4,0,-0.4,3,0.0,9,38,11,44,6
org.jfree.chart.plot.dial.DialPlotTest,false,false,false,false,false,true,false,false,287,4,1,0.16666666666666666,2,0.0,11,46,23,56,10
org.jfree.chart.block.LineBorder,false,false,false,false,false,true,false,true,240,2,1,0.4642857142857143,1,1.3333333333333333,17,25,22,34,9
org.jfree.chart.block.ColumnArrangement,false,false,false,false,false,false,false,true,391,2,0,0.17777777777777778,0,0.3939393939393939,8,38,37,49,11
org.jfree.chart.block.EntityBlockParams,false,false,false,false,false,false,false,false,58,0,0,1.0,0,0.0,0,0,3,1,1
org.jfree.chart.block.FlowArrangement,false,false,false,false,false,false,false,true,450,3,0,0.16666666666666666,0,0.3793103448275862,8,56,45,70,14
org.jfree.chart.block.LabelBlock,false,false,false,false,false,true,false,true,449,1,3,0.3238095238095238,3,0.7,22,33,45,55,22
org.jfree.chart.block.GridArrangement,false,false,false,false,false,false,false,true,452,5,0,0.15384615384615385,0,0.3392857142857143,6,78,54,92,14
org.jfree.chart.block.AbstractBlock,false,false,false,false,false,true,false,false,634,4,2,0.2253968253968254,2,0.8823529411764706,14,53,92,90,37
org.jfree.chart.block.EntityBlockResult,false,false,false,false,false,false,false,false,58,0,0,1.0,0,0.0,1,0,2,1,1
org.jfree.chart.block.CenterArrangement,false,false,false,false,false,false,false,false,332,13,0,0.045454545454545456,0,0.3617021276595745,5,44,38,57,13
org.jfree.chart.block.ColorBlock,false,false,false,false,false,false,false,false,190,5,1,0.38095238095238093,1,0.3333333333333333,10,19,19,27,8
org.jfree.chart.block.Block,false,false,false,false,false,false,false,false,120,0,0,-0.4,0,0.0,4,0,16,7,7
org.jfree.chart.block.BlockBorder,false,false,false,false,false,true,false,true,243,2,2,0.4666666666666667,2,1.0,12,18,25,29,11
org.jfree.chart.block.BlockResult,false,false,false,false,false,false,false,false,80,0,1,1.0,1,0.0,1,0,5,3,3
org.jfree.chart.block.BlockFrame,false,false,false,false,false,false,false,false,72,0,0,-2.0,0,0.0,4,0,4,2,2
org.jfree.chart.block.LengthConstraintType,false,false,false,false,false,false,false,false,141,1,1,0.5,1,2.0,2,4,14,9,5
org.jfree.chart.block.BorderArrangement,false,false,false,false,false,false,false,false,537,1,0,0.5,0,0.3333333333333333,7,24,32,34,10
org.jfree.chart.block.Arrangement,false,false,false,false,false,false,false,false,84,0,0,-2.0,0,0.0,2,0,7,3,3
org.jfree.chart.block.EmptyBlock,false,false,false,false,false,false,false,false,131,5,0,-0.5,0,0.3333333333333333,5,10,12,15,5
org.jfree.chart.block.BlockParams,false,false,false,false,false,false,false,false,138,2,1,0.2,1,0.0,0,0,10,7,7
org.jfree.chart.block.BlockContainer,false,false,false,false,false,true,false,true,284,5,2,0.3333333333333333,2,0.6923076923076923,12,28,31,42,14
org.jfree.chart.block.RectangleConstraint,false,false,false,false,false,false,false,false,359,2,4,0.38562091503267976,4,0.0,3,7,42,26,19
org.jfree.chart.block.FlowArrangementTest,false,false,false,false,false,false,false,false,120,0,0,-2.0,0,0.0,7,6,4,9,3
org.jfree.chart.block.BorderArrangementTest,false,false,false,false,false,false,false,false,808,3,0,-0.2,1,0.0,10,24,8,30,6
org.jfree.chart.block.EmptyBlockTest,false,false,false,false,false,false,false,false,106,0,0,-2.0,0,0.0,6,11,5,14,3
org.jfree.chart.block.LineBorderTest,false,false,false,false,false,false,false,false,117,0,0,-2.0,0,0.0,9,6,4,9,3
org.jfree.chart.block.RectangleConstraintTest,false,false,false,false,false,false,false,false,138,0,0,1.0,0,0.0,4,2,1,3,1
org.jfree.chart.block.BlockBorderTest,false,false,false,false,false,false,false,false,112,0,0,-2.0,0,0.0,9,6,4,9,3
org.jfree.chart.block.GridArrangementTest,false,false,false,false,false,false,false,false,304,4,5,0.6143790849673203,6,0.0,7,73,25,92,19
org.jfree.chart.block.BlockContainerTest,false,false,false,false,false,false,false,false,100,0,0,-2.0,1,0.0,5,13,5,16,3
org.jfree.chart.block.ColorBlockTest,false,false,false,false,false,false,false,false,127,0,0,-2.0,1,0.0,9,14,5,17,3
org.jfree.chart.block.AbstractBlockTest,false,false,false,false,false,false,false,false,153,0,0,-2.0,1,0.0,9,21,5,24,3
org.jfree.chart.block.LabelBlockTest,false,false,false,false,false,false,false,false,144,0,0,-2.0,0,0.0,10,13,5,16,3
org.jfree.chart.block.ColumnArrangementTest,false,false,false,false,false,false,false,false,119,0,0,-2.0,0,0.0,7,6,4,9,3
org.jfree.chart.encoders.ImageEncoder,false,false,false,false,false,false,false,false,105,0,0,-0.5,0,0.0,3,0,15,6,6
org.jfree.chart.encoders.SunPNGEncoderAdapter,false,false,false,false,false,false,false,false,134,0,0,-0.4,0,0.5,6,4,15,10,6
org.jfree.chart.encoders.ImageEncoderFactory,false,false,false,false,false,false,false,false,155,3,0,0.1,1,0.3333333333333333,2,13,22,19,6
org.jfree.chart.encoders.ImageFormat,false,false,false,false,false,false,false,false,58,0,0,1.0,0,0.0,0,0,0,0,0
org.jfree.chart.encoders.SunJPEGEncoderAdapter,false,false,false,false,false,true,false,true,180,4,0,-0.13333333333333333,0,0.5,11,14,19,21,7
org.jfree.chart.encoders.EncoderUtil,false,false,false,false,false,false,false,false,190,0,0,0.0,6,0.25,3,16,36,24,8
org.jfree.chart.entity.LegendItemEntity,false,false,false,false,false,false,false,false,192,2,1,0.19047619047619047,1,0.0,4,1,20,9,8
org.jfree.chart.entity.PieSectionEntity,false,false,false,false,false,false,false,false,255,2,3,0.45454545454545453,3,0.0,5,3,23,15,12
org.jfree.chart.entity.CategoryItemEntity,false,false,false,false,false,false,false,false,228,2,2,0.5714285714285714,2,1.0,5,4,20,13,9
org.jfree.chart.entity.TitleEntity,false,false,false,false,false,false,false,false,214,8,1,0.027777777777777776,1,3.0,9,18,26,28,10
org.jfree.chart.entity.XYAnnotationEntity,false,false,false,false,false,false,false,false,116,2,1,1.0,1,0.0,2,0,9,4,4
org.jfree.chart.entity.TickLabelEntity,false,false,false,false,false,false,false,false,67,1,0,1.0,0,0.0,2,0,2,1,1
org.jfree.chart.entity.XYItemEntity,false,false,false,false,false,false,false,false,185,2,1,0.32142857142857145,1,0.0,2,3,19,12,9
org.jfree.chart.entity.PlotEntity,false,false,false,false,false,false,false,false,214,8,1,0.027777777777777776,1,3.0,9,18,26,28,10
org.jfree.chart.entity.EntityCollection,false,false,false,false,false,false,false,false,118,0,0,-0.3333333333333333,0,0.0,2,0,16,8,8
