className,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,csm_LOC,csm_LCOM5,csm_TCC,csm_Connectivity,csm_LCC,csm_ICH,csm_CBO,csm_MPC,csm_McCabe,csm_RFC,csm_WMC
org.jfree.chart.urls.StandardPieURLGenerator,false,false,false,false,false,false,false,false,180,1,1,0.5,1,1.0,6,6,13,12,6
org.jfree.chart.urls.XYURLGenerator,false,false,false,false,false,false,false,false,71,0,0,1.0,0,0.0,1,0,3,1,1
org.jfree.chart.urls.URLUtilities,false,false,false,false,false,false,false,false,92,0,0,1.0,0,0.5,3,4,4,5,1
org.jfree.chart.urls.CustomCategoryURLGenerator,false,false,false,false,false,false,false,false,200,3,1,0.3333333333333333,1,1.0,5,12,23,20,8
org.jfree.chart.urls.TimeSeriesURLGenerator,false,false,false,false,false,false,false,false,227,1,1,0.38095238095238093,1,1.0,7,10,22,18,8
org.jfree.chart.urls.CustomPieURLGenerator,false,false,false,false,false,false,false,false,226,5,2,0.7142857142857143,2,1.0,9,23,25,31,8
org.jfree.chart.urls.PieURLGenerator,false,false,false,false,false,false,false,false,80,0,0,1.0,0,0.0,1,0,4,1,1
org.jfree.chart.urls.XYZURLGenerator,false,false,false,false,false,false,false,false,66,0,0,1.0,0,0.0,1,0,3,1,1
org.jfree.chart.urls.CategoryURLGenerator,false,false,false,false,false,false,false,false,78,0,0,1.0,0,0.0,1,0,4,1,1
org.jfree.chart.urls.CustomPieURLGeneratorTest,false,false,false,false,false,false,false,false,122,0,0,-1.0,2,0.0,8,17,7,21,4
org.jfree.chart.urls.StandardPieURLGeneratorTest,false,false,false,false,false,false,false,false,136,0,0,-1.0,0,0.0,7,9,6,13,4
org.jfree.chart.urls.CustomCategoryURLGeneratorTest,false,false,false,false,false,false,false,false,165,0,0,-0.6666666666666666,3,0.0,7,24,9,29,5
org.jfree.chart.urls.TimeSeriesURLGeneratorTest,false,false,false,false,false,false,false,false,140,0,0,-1.0,0,0.0,8,10,6,14,4
org.jfree.chart.urls.StandardXYURLGeneratorTest,false,false,false,false,false,false,false,false,78,0,0,-2.0,0,0.0,5,3,3,5,2
org.jfree.chart.urls.CustomXYURLGeneratorTest,false,false,false,false,false,false,false,false,167,0,0,-0.6666666666666666,3,0.0,7,24,9,29,5
org.jfree.chart.urls.StandardCategoryURLGeneratorTest,false,false,false,false,false,false,false,false,127,0,0,-1.0,0,0.0,7,9,7,13,4
org.jfree.chart.panel.AbstractOverlay,false,false,false,false,false,false,false,false,113,1,0,0.5,0,1.0,6,7,13,12,5
org.jfree.chart.panel.Overlay,false,false,false,false,false,false,false,false,89,0,0,-2.0,0,0.0,3,0,5,3,3
org.jfree.chart.panel.CrosshairOverlay,false,false,false,false,false,true,false,true,597,13,3,0.19883040935672514,5,0.68,28,120,61,140,20
org.jfree.chart.panel.CrosshairOverlayTest,false,false,false,false,false,false,false,false,103,0,0,-2.0,1,0.0,9,12,6,15,3
org.jfree.chart.event.ChartChangeEventType,false,false,false,false,false,false,false,false,141,1,1,0.5,1,2.0,2,4,14,9,5
org.jfree.chart.event.AxisChangeListener,false,false,false,false,false,false,false,false,66,0,0,1.0,0,0.0,1,0,2,1,1
org.jfree.chart.event.AxisChangeEvent,false,false,false,false,false,false,false,false,73,0,0,0.0,0,0.0,1,0,3,2,2
org.jfree.chart.event.AnnotationChangeEvent,false,false,false,false,false,false,false,false,83,0,0,0.0,0,0.0,2,1,3,3,2
org.jfree.chart.event.TitleChangeEvent,false,false,false,false,false,false,false,false,77,0,0,0.0,0,0.0,1,0,3,2,2
org.jfree.chart.event.AnnotationChangeListener,false,false,false,false,false,false,false,false,64,0,0,1.0,0,0.0,2,0,2,1,1
org.jfree.chart.event.TitleChangeListener,false,false,false,false,false,false,false,false,62,0,0,1.0,0,0.0,1,0,2,1,1
org.jfree.chart.event.OverlayChangeListener,false,false,false,false,false,false,false,false,60,0,0,1.0,0,0.0,2,0,2,1,1
org.jfree.chart.event.ChartChangeListener,false,false,false,false,false,false,false,false,65,0,0,1.0,0,0.0,1,0,2,1,1
org.jfree.chart.event.ChartChangeEvent,false,false,false,false,false,false,false,false,134,4,1,0.2,1,0.0,2,0,9,7,7
org.jfree.chart.event.PlotChangeListener,false,false,false,false,false,false,false,false,62,0,0,1.0,0,0.0,1,0,2,1,1
org.jfree.chart.event.OverlayChangeEvent,false,false,false,false,false,false,false,false,62,0,0,1.0,0,0.0,2,0,1,1,1
org.jfree.chart.event.RendererChangeEvent,false,false,false,false,false,false,false,false,108,2,1,0.3333333333333333,1,0.0,0,0,6,4,4
org.jfree.chart.event.MarkerChangeListener,false,false,false,false,false,false,false,false,64,0,0,1.0,0,0.0,2,0,2,1,1
org.jfree.chart.event.PlotChangeEvent,false,false,false,false,false,false,false,false,77,0,0,0.0,0,0.0,1,0,3,2,2
org.jfree.chart.event.MarkerChangeEvent,false,false,false,false,false,false,false,false,80,0,0,0.0,0,0.0,1,0,3,2,2
org.jfree.chart.event.RendererChangeListener,false,false,false,false,false,false,false,false,59,0,0,1.0,0,0.0,1,0,2,1,1
org.jfree.chart.event.ChartProgressListener,false,false,false,false,false,false,false,false,58,0,0,1.0,0,0.0,1,0,2,1,1
org.jfree.chart.event.ChartProgressEvent,false,false,false,false,false,false,false,false,137,1,1,0.2,1,0.0,1,0,10,7,7
org.jfree.chart.renderer.DefaultPolarItemRenderer,false,false,false,true,true,true,false,true,1011,2,3,0.14114114114114115,4,3.0,40,103,94,141,38
org.jfree.chart.renderer.WaferMapRenderer,false,false,false,false,false,true,false,true,386,2,0,0.2857142857142857,0,1.125,15,61,49,76,15
org.jfree.chart.renderer.GrayPaintScale,false,false,false,false,false,false,false,false,237,2,2,0.4166666666666667,2,0.0,5,3,31,13,10
org.jfree.chart.renderer.PolarItemRenderer,false,false,false,false,false,true,false,false,225,0,0,-0.15384615384615385,0,0.0,12,0,28,15,15
org.jfree.chart.renderer.AreaRendererEndType,false,false,false,false,false,false,false,false,138,0,0,0.3333333333333333,0,1.5,2,3,11,7,4
org.jfree.chart.renderer.AbstractRenderer,false,true,false,true,true,true,false,false,3232,2,2,0.03339866078719582,7,0.8991596638655462,39,185,379,343,158
org.jfree.chart.renderer.OutlierList,false,false,false,false,false,false,false,false,185,3,1,0.10714285714285714,1,2.5,4,14,17,23,9
org.jfree.chart.renderer.LookupPaintScale,false,false,false,false,false,true,false,false,392,2,2,0.4,2,0.6666666666666666,12,12,32,23,11
org.jfree.chart.renderer.NotOutlierException,false,false,false,false,false,false,false,false,61,0,0,1.0,0,0.0,0,0,1,1,1
org.jfree.chart.renderer.OutlierListCollection,false,false,false,false,false,false,false,false,186,3,0,-0.047619047619047616,0,1.25,3,11,17,19,8
org.jfree.chart.renderer.RendererState,false,false,false,false,false,false,false,false,124,2,1,0.3333333333333333,1,0.0,3,2,10,7,5
org.jfree.chart.renderer.PaintScale,false,false,false,false,false,false,false,false,88,0,0,-2.0,0,0.0,2,0,10,3,3
org.jfree.chart.renderer.Outlier,false,false,false,false,false,false,false,false,213,7,2,0.3333333333333333,2,6.5,1,13,26,24,11
org.jfree.chart.renderer.RendererUtils,false,false,false,false,false,false,false,false,268,0,0,0.0,2,0.25,3,13,17,16,3
org.jfree.chart.renderer.AreaRendererEndTypeTest,false,false,false,false,false,false,false,false,77,0,0,-2.0,0,0.0,3,3,4,5,2
org.jfree.chart.renderer.OutlierTest,false,false,false,false,false,false,false,false,113,3,0,-1.0,0,0.0,6,11,6,15,4
org.jfree.chart.renderer.RendererChangeDetector,false,false,false,false,false,false,false,false,92,0,1,1.0,1,0.0,2,0,9,4,4
org.jfree.chart.renderer.DefaultPolarItemRendererTest,false,false,false,false,false,false,false,false,114,0,0,-1.0,2,0.0,5,17,7,21,4
org.jfree.chart.renderer.RendererUtilsTest,false,false,false,false,false,false,false,false,505,0,0,-0.2222222222222222,4,0.0,6,24,26,35,11
org.jfree.chart.renderer.LookupPaintScaleTest,false,false,false,false,false,false,false,false,197,4,0,-0.4,2,0.0,7,23,12,29,6
org.jfree.chart.renderer.GrayPaintScaleTest,false,false,false,false,false,false,false,false,142,4,0,-0.6666666666666666,1,0.0,6,16,10,21,5
org.jfree.chart.renderer.AbstractRendererTest,false,false,false,false,false,true,false,true,788,0,0,-0.16666666666666666,10,0.0,31,150,27,164,14
org.jfree.chart.renderer.category.CategoryItemRenderer,false,true,false,true,true,true,false,false,1433,0,0,-0.015037593984962405,0,0.0,23,0,283,135,135
org.jfree.chart.renderer.category.LayeredBarRenderer,false,false,false,false,false,true,false,true,459,6,0,0.06666666666666667,0,0.2,16,90,25,97,7
org.jfree.chart.renderer.category.BarRenderer,false,false,false,true,true,true,true,true,1414,2,2,0.0673758865248227,4,0.7241379310344828,37,147,132,196,49
org.jfree.chart.renderer.category.StackedAreaRenderer,false,false,false,false,false,true,true,true,511,8,1,0.28888888888888886,1,0.375,17,36,34,47,11
org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,false,false,false,false,false,true,true,true,491,3,2,0.509090909090909,2,2.0,26,52,35,64,12
org.jfree.chart.renderer.category.CategoryItemRendererState,false,false,false,false,false,false,false,false,228,2,1,0.06666666666666667,1,0.0,3,1,25,12,11
org.jfree.chart.renderer.category.GradientBarPainter,false,false,false,false,false,false,false,true,381,2,1,0.17857142857142858,1,0.3076923076923077,10,43,30,52,9
org.jfree.chart.renderer.category.StackedBarRenderer,false,false,false,false,false,true,true,true,431,6,1,0.25,1,0.0,19,46,26,55,9
org.jfree.chart.renderer.category.DefaultCategoryItemRenderer,false,false,false,false,false,false,false,false,59,0,0,1.0,0,0.0,2,0,0,0,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,false,false,false,false,false,true,true,true,596,3,1,0.5818181818181818,1,0.14285714285714285,28,66,41,78,12
org.jfree.chart.renderer.category.LineAndShapeRenderer,false,false,false,true,true,true,true,true,919,2,2,0.12299465240641712,4,0.6190476190476191,19,90,92,125,35
org.jfree.chart.renderer.category.BarPainter,false,false,false,false,false,false,false,false,92,0,0,-2.0,0,0.0,3,0,4,2,2
org.jfree.chart.renderer.category.LevelRenderer,false,false,false,false,false,true,false,true,455,3,2,0.25757575757575757,2,0.5333333333333333,19,66,42,79,13
org.jfree.chart.renderer.category.AreaRenderer,false,false,false,false,false,true,false,true,370,5,1,0.26666666666666666,1,1.0,19,54,19,61,7
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,false,false,false,true,true,true,true,true,1768,4,2,0.07320024198427103,3,0.578125,56,238,180,297,59
org.jfree.chart.renderer.category.IntervalBarRenderer,false,false,false,false,false,true,false,true,276,5,0,-0.5,0,0.2,12,28,17,33,5
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,false,false,false,true,true,true,true,true,1118,3,3,0.15763546798029557,4,0.30303030303030304,36,149,87,179,30
org.jfree.chart.renderer.category.GroupedStackedBarRenderer,false,false,false,false,false,true,false,true,371,4,2,1.0,2,0.3333333333333333,17,56,23,63,7
org.jfree.chart.renderer.category.ScatterRenderer,false,false,false,false,false,true,false,true,594,3,3,0.18972332015810275,4,0.8333333333333334,24,69,70,93,24
org.jfree.chart.renderer.category.CategoryStepRenderer,false,false,false,false,false,true,false,true,373,4,1,0.0,1,0.2857142857142857,17,44,23,53,9
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,false,false,false,false,false,true,false,true,566,2,1,0.08695652173913043,2,0.375,27,57,62,82,25
org.jfree.chart.renderer.category.GanttRenderer,false,false,false,false,false,true,false,true,634,3,1,0.2761904761904762,2,0.5555555555555556,22,91,42,107,16
org.jfree.chart.renderer.category.WaterfallBarRenderer,false,false,false,false,false,true,false,true,498,2,1,0.3516483516483517,3,0.0,25,56,36,71,15
org.jfree.chart.renderer.category.StandardBarPainter,false,false,false,false,false,false,false,false,225,0,0,-0.4,0,0.2,10,22,20,28,6
org.jfree.chart.renderer.category.ScatterRendererTest,false,false,false,false,false,true,false,false,227,0,0,-0.3333333333333333,2,0.5,11,31,13,38,7
org.jfree.chart.renderer.category.GradientBarPainterTest,false,false,false,false,false,false,false,false,116,0,0,-1.0,1,0.0,6,11,6,15,4
org.jfree.chart.renderer.category.StandardBarPainterTest,false,false,false,false,false,false,false,false,102,0,0,-1.0,0,0.0,6,8,6,12,4
org.jfree.chart.renderer.category.StackedBarRendererTest,false,false,false,false,false,false,false,false,150,0,0,-0.5,2,0.0,9,19,10,25,6
org.jfree.chart.renderer.category.IntervalBarRendererTest,false,false,false,false,false,true,false,false,175,0,0,-0.4,1,0.0,14,21,13,28,7
org.jfree.chart.renderer.category.StatisticalLineAndShapeRendererTest,false,false,false,false,false,true,false,false,207,0,0,-0.3333333333333333,2,0.0,15,27,15,35,8
org.jfree.chart.renderer.category.MinMaxCategoryRendererTest,false,false,false,false,false,true,false,false,161,0,0,-0.5,2,0.0,15,21,11,27,6
org.jfree.chart.renderer.category.BarRendererTest,false,false,false,false,false,true,false,true,312,0,0,-0.2857142857142857,2,0.0,23,53,18,62,9
org.jfree.chart.renderer.category.LineAndShapeRendererTest,false,false,false,false,false,true,false,true,299,0,0,-0.2857142857142857,2,0.5,14,48,16,56,8
org.jfree.chart.renderer.category.LevelRendererTest,false,false,false,false,false,true,false,false,203,0,0,-0.2857142857142857,2,0.5,13,31,17,39,8
org.jfree.chart.renderer.category.StackedAreaRendererTest,false,false,false,false,false,false,false,false,150,0,0,-0.5,2,0.0,9,20,10,26,6
org.jfree.chart.renderer.category.StatisticalBarRendererTest,false,false,false,false,false,true,false,false,292,0,0,-0.2222222222222222,4,0.0,17,40,25,51,11
org.jfree.chart.renderer.category.DefaultCategoryItemRendererTest,false,false,false,false,false,false,false,false,114,0,0,-0.6666666666666666,1,0.0,5,12,8,17,5
org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest,false,false,false,false,false,true,false,true,557,0,0,-0.1,8,0.0,26,72,50,94,22
org.jfree.chart.renderer.category.CategoryStepRendererTest,false,false,false,false,false,true,false,false,136,0,0,-0.6666666666666666,1,0.0,12,18,9,23,5
org.jfree.chart.renderer.category.AbstractCategoryItemRendererTest,false,false,false,false,false,true,false,true,350,0,0,-0.2222222222222222,7,0.0,18,66,17,77,11
org.jfree.chart.renderer.category.GanttRendererTest,false,false,false,false,false,false,false,false,140,0,0,-0.6666666666666666,2,0.0,8,21,8,26,5
org.jfree.chart.renderer.category.WaterfallBarRendererTest,false,false,false,false,false,false,false,false,198,0,0,-0.5,2,0.0,8,23,10,29,6
org.jfree.chart.renderer.category.GroupedStackedBarRendererTest,false,false,false,false,false,true,false,false,179,0,0,-0.5,1,0.0,15,21,11,27,6
org.jfree.chart.renderer.category.AreaRendererTest,false,false,false,false,false,true,false,false,150,0,0,-0.5,2,0.0,13,23,11,29,6
org.jfree.chart.renderer.category.LayeredBarRendererTest,false,false,false,false,false,true,false,false,137,0,0,-0.5,1,0.0,11,15,11,21,6
org.jfree.chart.renderer.xy.DefaultXYItemRenderer,false,false,false,false,false,false,false,false,58,0,0,1.0,0,0.0,1,0,0,0,0
org.jfree.chart.renderer.xy.GradientXYBarPainter,false,false,false,false,false,false,false,true,379,2,1,0.17857142857142858,1,0.3076923076923077,10,42,30,51,9
org.jfree.chart.renderer.xy.YIntervalRenderer,false,false,false,false,false,true,false,true,322,6,0,0.19047619047619047,0,0.25,26,41,27,49,8
org.jfree.chart.renderer.xy.XYSplineRenderer,false,false,false,false,false,true,true,true,512,2,2,0.3787878787878788,2,0.2,19,33,35,46,13
org.jfree.chart.renderer.xy.XYItemRendererState,false,false,false,false,false,false,false,false,198,1,0,-0.06666666666666667,0,0.0,5,0,10,7,7
org.jfree.chart.renderer.xy.StackedXYBarRenderer,false,false,false,false,false,true,true,true,442,7,2,0.3333333333333333,2,0.0,19,37,29,47,10
org.jfree.chart.renderer.xy.XYStepAreaRenderer,false,false,false,false,false,true,true,true,658,1,1,0.0935672514619883,2,2.3333333333333335,19,44,51,64,20
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer,false,false,false,true,true,true,false,true,1213,3,2,0.09966777408637874,4,0.328125,28,122,122,166,44
org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer,false,false,false,true,false,true,true,true,854,4,2,0.15584415584415584,2,0.35714285714285715,36,110,60,133,23
org.jfree.chart.renderer.xy.XYErrorRenderer,false,false,false,false,false,true,false,true,460,2,2,0.30833333333333335,3,1.0,21,30,43,47,17
org.jfree.chart.renderer.xy.XYAreaRenderer2,false,false,false,false,false,true,false,true,468,4,2,0.41818181818181815,2,0.0,27,64,31,76,12
